,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
1761,tm242887,Sei,A wannabe actor lands himself in trouble when he disguises as an ambulance driver to help his bed-ridden father,2018,"['drama', 'romance', 'thriller', 'action', 'crime']",4.2,67.0,1.09,4.3,Nakul AanchalMunjal PrakashRaj ChandrikaRavi AnjaliRao MeeraKrishnan Manobala MeghnaVincent,a wannabe actor lands himself in trouble when he disguises as an ambulance driver to help his bed-ridden father nakul aanchalmunjal prakashraj chandrikaravi anjalirao meerakrishnan manobala meghnavincent
1762,tm413266,Pup Star: World Tour,"PUP STAR is back, with an all-new movie that takes the popular singing dogs on trip around the world, where Tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language.",2018,"['music', 'comedy', 'family']",3.8,208.0,4.533,5.7,DiedrichBader NikkiBlonsky ReggieDeLeon DavidDeLuise AprilHong BrianHull KaitlynMaher JonathanMangum MackenzieSol JohnRatzenberger SteveValentine DenisseOjeda,"pup star is back, with an all-new movie that takes the popular singing dogs on trip around the world, where tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language. diedrichbader nikkiblonsky reggiedeleon daviddeluise aprilhong brianhull kaitlynmaher jonathanmangum mackenziesol johnratzenberger stevevalentine denisseojeda"
1763,tm438423,For the Broken Hearted,It has three different stories about heartbreak and happy endings.,2018,['drama'],6.7,95.0,1.189,2.0,ShyCarlos YassiPressman LouisedelosReyes MarcoGumabao SamConcepcion KatyaSantos AndreaDelRosario LanderVera-Perez ChristopherRoxas DJDurano LollieMara GaryLim AbbyBautista ArvicJamesTan VanessaWright NicoleOmillo MerwynAbel RicardRaphaelAbadSian HermieGo ViaAntonio DhanilieMarcial JairoDelosReyes NessRoque DaisyCarino KatteSabate LaceyAnneM.Ramos JayGonzaga CindyLiper MelvinManalo LotlotBustamante JuanGabrielD.Lopez EricaTaniaDavillo,it has three different stories about heartbreak and happy endings. shycarlos yassipressman louisedelosreyes marcogumabao samconcepcion katyasantos andreadelrosario landervera-perez christopherroxas djdurano lolliemara garylim abbybautista arvicjamestan vanessawright nicoleomillo merwynabel ricardraphaelabadsian hermiego viaantonio dhaniliemarcial jairodelosreyes nessroque daisycarino kattesabate laceyannem.ramos jaygonzaga cindyliper melvinmanalo lotlotbustamante juangabrield.lopez ericataniadavillo
1764,tm447328,ReMastered: Who Killed Jam Master Jay?,Run-D.M.C. DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,2018,"['music', 'documentation']",6.5,786.0,1.705,6.5,DarrylMcDaniels RussellSimmons DJHurricane,run-d.m.c. dj jam master jay made a huge impact in music and his community. but friends and family still seek closure years after his unsolved murder. darrylmcdaniels russellsimmons djhurricane
1765,tm376421,HiGH&LOW The Movie 2: End of Sky,"Members of SWORD win against Wangan Rengogun, which is led by Kohaku (Akira). The city becomes peaceful again.  Nevertheless, the most brutal gangs, Doubt and Prison Gang, appear. They try to dominate the area controlled by SWORD.",2017,['action'],7.1,396.0,3.198,7.7,TakanoriIwata NobuyukiSuzuki KeitaMachida KenjiroYamashita KantaSato MasayasuYagi TaikiSato JoeyIwanaga NaokiKobayashi HiroomiTosaka TaichiSaotome ShogoIwaya ShogoYamamoto YuyaEndo YuInaba ShuntaroYanagi IkkiNishimura TomokiHirose ShunsukeNishikawa RyôMatsuda YutakaKyan KenjiDarvish YukiYamada TakayukiSuzuki WataruIchinose KenAoki ShoKiyohara ShoJinnai ReoSano Zen GakuSano FujiiKaren KentoHayashi RyôheiAbe YutaOzawa MasaruMizuno ShunsukeTanaka KojiMoriya YukiIzawa AoiNakamura ShintaroAkiyama KouheiTakeda Elly KanaOya ShuheiNogae AlanShirahama ANARCHY KikiSukezane MandySekiguchi TarōNakatani JasonRemar YasuhiroKido Akira ShoAoyagi Takahiro MasahikoTsugawa KoichiIwaki GoroKishitani MasayaKato TakashiSasano MasahiroTakashima HoukaKinoshita TatsuyaNakamura TachibanaKenchi HayatoOnozuka Kaede SatoHarumi NonokaYamaguchi AiriKido ShukaFujii NozomiBando NoémieNakai RioSuzuki KeisukeHoribe HatsunoriHasegawa KosukeToyohara ArataIura ShoKiryuin SuzukiTakahide GokiMaeda MasatakaKubota,"members of sword win against wangan rengogun, which is led by kohaku (akira). the city becomes peaceful again.  nevertheless, the most brutal gangs, doubt and prison gang, appear. they try to dominate the area controlled by sword. takanoriiwata nobuyukisuzuki keitamachida kenjiroyamashita kantasato masayasuyagi taikisato joeyiwanaga naokikobayashi hiroomitosaka taichisaotome shogoiwaya shogoyamamoto yuyaendo yuinaba shuntaroyanagi ikkinishimura tomokihirose shunsukenishikawa ryômatsuda yutakakyan kenjidarvish yukiyamada takayukisuzuki wataruichinose kenaoki shokiyohara shojinnai reosano zen gakusano fujiikaren kentohayashi ryôheiabe yutaozawa masarumizuno shunsuketanaka kojimoriya yukiizawa aoinakamura shintaroakiyama kouheitakeda elly kanaoya shuheinogae alanshirahama anarchy kikisukezane mandysekiguchi tarōnakatani jasonremar yasuhirokido akira shoaoyagi takahiro masahikotsugawa koichiiwaki gorokishitani masayakato takashisasano masahirotakashima houkakinoshita tatsuyanakamura tachibanakenchi hayatoonozuka kaede satoharumi nonokayamaguchi airikido shukafujii nozomibando noémienakai riosuzuki keisukehoribe hatsunorihasegawa kosuketoyohara arataiura shokiryuin suzukitakahide gokimaeda masatakakubota"
1766,tm364525,Beat Bugs: All Together Now,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",2017,['animation'],,,2.312,5.5,AshleighBall LiliBeaudoin CharlesDemers RebeccaHusain ErinMathews,"after winning a local talent show, the beat bugs journey to compete on ""the bug factor,"" a televised singing contest held in faraway rocket ship park. ashleighball lilibeaudoin charlesdemers rebeccahusain erinmathews"
1767,tm328041,Doob,"As a noted filmmaker’s infidelity becomes a media firestorm, his fractured family privately navigates the fallout of his actions for years to come.",2017,['drama'],6.1,1898.0,2.191,5.7,IrrfanKhan ParnoMittra NusratImroseTisha RokeyaPrachy RahadHossain,"as a noted filmmaker’s infidelity becomes a media firestorm, his fractured family privately navigates the fallout of his actions for years to come. irrfankhan parnomittra nusratimrosetisha rokeyaprachy rahadhossain"
1768,tm445852,Three Words to Forever,Three generations of a family get together for the 25th anniversary of Rick and Cristy while their daughter Tin appears clueless that her parents no longer sleep on the same bed.,2018,"['drama', 'family', 'comedy', 'romance']",6.8,110.0,2.04,10.0,SharonCuneta RichardGomez KathrynBernardo TommyEsguerra FreddieWebb LizaLorena JorossGamboa,three generations of a family get together for the 25th anniversary of rick and cristy while their daughter tin appears clueless that her parents no longer sleep on the same bed. sharoncuneta richardgomez kathrynbernardo tommyesguerra freddiewebb lizalorena jorossgamboa
1769,tm479734,Table Manners,"Family, food and love. Life's three courses made easy.",2018,"['comedy', 'drama']",5.1,43.0,0.972,,DiaanLawrenson RenateStuurman NeelsVanJaarsveld ThaboMalema JohnLata FionaRamsay JonathanTaylor RusselSavadier SiphiweHlabangane,"family, food and love. life's three courses made easy. diaanlawrenson renatestuurman neelsvanjaarsveld thabomalema johnlata fionaramsay jonathantaylor russelsavadier siphiwehlabangane"
1770,tm438005,First Love,"In what appears to be a serendipitous encounter upon saving the life of a stranger, the calculated and reserved businessman Nick meets the impulsive and optimistic photographer Ali, who believes in destiny and carpe diem, or seizing the day. Nick, who seeks closure for his past mistakes, is drawn towards Ali's spirit and vigor. Despite living with a congenital heart disease and being on the wait-list for a heart transplant, Ali continues to be hopeful about her future. Ali challenges Nick to seize every moment of his life before it's too late. Meanwhile, Nick finds a way to give Ali a new lease on life - even if it means risking one's life and their love for each other.",2018,"['drama', 'romance']",5.9,150.0,1.743,5.9,BeaAlonzo AgaMuhlach EdwardBarber AlbieCasiño GiselleToengi LeeO'Brian,"in what appears to be a serendipitous encounter upon saving the life of a stranger, the calculated and reserved businessman nick meets the impulsive and optimistic photographer ali, who believes in destiny and carpe diem, or seizing the day. nick, who seeks closure for his past mistakes, is drawn towards ali's spirit and vigor. despite living with a congenital heart disease and being on the wait-list for a heart transplant, ali continues to be hopeful about her future. ali challenges nick to seize every moment of his life before it's too late. meanwhile, nick finds a way to give ali a new lease on life - even if it means risking one's life and their love for each other. beaalonzo agamuhlach edwardbarber albiecasiño giselletoengi leeo'brian"
1771,tm436704,Super Monsters Save Halloween,"It's Halloween in Pitchfork Pines, but the neighbors don't seem to be in the mood. Can the Super Monsters save their favorite holiday?",2018,"['animation', 'family']",5.4,27.0,2.752,7.3,ElyseMaloway ErinMatthews VincentTong,"it's halloween in pitchfork pines, but the neighbors don't seem to be in the mood. can the super monsters save their favorite holiday? elysemaloway erinmatthews vincenttong"
1772,tm348191,Love You to the Stars and Back,"A girl named Mika decides to go on a road trip to look for aliens. During her trip, she accidentally bumps into Caloy whom she gives a free ride to until he reaches his destination. Mika then finds out that Caloy has cancer but despite it, he has learned to accept his fate. Both embark on a journey filled with adventures and misadventures not knowing they would fall in love with each other along the way.",2017,"['drama', 'romance', 'comedy']",7.4,542.0,3.14,8.1,JuliaBarretto JoshuaGarcia BelleMariano,"a girl named mika decides to go on a road trip to look for aliens. during her trip, she accidentally bumps into caloy whom she gives a free ride to until he reaches his destination. mika then finds out that caloy has cancer but despite it, he has learned to accept his fate. both embark on a journey filled with adventures and misadventures not knowing they would fall in love with each other along the way. juliabarretto joshuagarcia bellemariano"
1773,tm701033,Na stojáka v kině,Members of the comedy group Na Stojáka take the stage and the mic by storm for a special night of stand-up comedy.,2018,['comedy'],5.0,8.0,0.615,,IvaPazderková LukášPavlásek RichardNedvěd EsterKočičková AdélaElbel KarelHynek DanielČech VojtěchZáveský PetrVydra PetrCerha ArnoštFrauenberg DominikHeřmanLev,members of the comedy group na stojáka take the stage and the mic by storm for a special night of stand-up comedy. ivapazderková lukášpavlásek richardnedvěd esterkočičková adélaelbel karelhynek danielčech vojtěchzáveský petrvydra petrcerha arnoštfrauenberg dominikheřmanlev
1774,tm305227,Daniel Sosa: Sosafado,His limitless imagination and effortless transformations add up to a night of unpredictable character-driven comedy.,2017,['comedy'],5.4,102.0,0.724,6.3,DanielSosa,his limitless imagination and effortless transformations add up to a night of unpredictable character-driven comedy. danielsosa
1775,tm350116,B. A. Pass 2,"B. A. Pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life.",2017,['drama'],2.2,483.0,3.448,7.0,KritikaSachdeva SatiiyshSaarathySasho SanghmitraHitaishi,"b. a. pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life. kritikasachdeva satiiyshsaarathysasho sanghmitrahitaishi"
1776,tm361161,DreamWorks Home: For the Holidays,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.",2017,"['scifi', 'fantasy', 'animation', 'comedy', 'family']",4.8,149.0,5.629,5.2,RachelCrow MarkWhitten AnaOrtiz KellyClarkson BenSchwartz,"oh takes it upon himself to introduce christmas joy to his fellow boovs. unfortunately, his well-meaning mission nearly destroys the city. rachelcrow markwhitten anaortiz kellyclarkson benschwartz"
1777,tm349418,The Royal Hibiscus Hotel,A disillusioned London chef visits Nigeria and struggles with her matchmaking mother and restoring the family's rundown hotel. She's heartbroken when she discovers the man she loves is buying it.,2018,"['comedy', 'romance']",5.4,290.0,2.636,4.4,ZainabBalogun KennethOkolie JideKosoko RachelOniga DeyemiOkanlawon KemiLalaAkindoju JokeSilva OluJacobs IniDima-Okojie,a disillusioned london chef visits nigeria and struggles with her matchmaking mother and restoring the family's rundown hotel. she's heartbroken when she discovers the man she loves is buying it. zainabbalogun kennethokolie jidekosoko racheloniga deyemiokanlawon kemilalaakindoju jokesilva olujacobs inidima-okojie
1778,tm450512,Pinky Memsaab,"The lives of a gullible maid; a beautiful socialite; an ambitious investment banker and a happy go lucky chauffeur are entwined together in Dubai, in this bitter-sweet tale of self discovery.",2018,"['drama', 'family']",6.3,527.0,0.632,9.2,HajraYamin KiranMalik ShamimHilaly AdnanJaffar SunnyHinduja KhalidAhmed MarielBiancaSalazar,"the lives of a gullible maid; a beautiful socialite; an ambitious investment banker and a happy go lucky chauffeur are entwined together in dubai, in this bitter-sweet tale of self discovery. hajrayamin kiranmalik shamimhilaly adnanjaffar sunnyhinduja khalidahmed marielbiancasalazar"
1779,tm415245,Crossroads: One Two Jaga,"In the outskirts and back-alleys of Kuala Lumpur, several individuals with money problems struggle to get their lives straight, find their paths unexpectedly intersecting - with fatal results.",2018,"['crime', 'drama']",6.5,640.0,0.937,6.3,ZahirilAdzim ArioBayu AsmaraAbigail AmerulAffendi ChewKin-Wah TimothyCastillo IedilPutra AlongEyzendy AzmanHassan Namron VanidaImran SabriYunus BrontPalarae RosdeenSuboh IzuanFitri RahhimOmar FarahAhmad,"in the outskirts and back-alleys of kuala lumpur, several individuals with money problems struggle to get their lives straight, find their paths unexpectedly intersecting - with fatal results. zahiriladzim ariobayu asmaraabigail amerulaffendi chewkin-wah timothycastillo iedilputra alongeyzendy azmanhassan namron vanidaimran sabriyunus brontpalarae rosdeensuboh izuanfitri rahhimomar farahahmad"
1780,tm479933,Project Papa,"When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",2018,['drama'],6.3,35.0,1.433,,KanikaBatra RakeshBatra RajitKapoor LeviAvelino,"when a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment. kanikabatra rakeshbatra rajitkapoor leviavelino"
1781,tm370781,Natalia Valdebenito: El especial,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",2018,['comedy'],5.0,84.0,1.031,7.3,NataliaValdebenito,"a chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women. nataliavaldebenito"
1782,tm362878,Dilan 1990,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2018,"['drama', 'romance']",7.0,3332.0,4.878,7.5,IqbaalDhiafakhriRamadhan VaneshaPrescilla DeboAndrios GiulioParengkuan YorikoAngeline ZulfaMaharani BrandonSalim IraWibowo HappySalma RefalHady AdhistyZara MoiraTabinaZayn TikePriatnakusumah YatiSurachman TeukuRifnuWikana TeddySnada IangDarmawan ArisNugraha IntenLeony IraRatih RidwanKamil JoePProject PoloReza RibkaUli JubrabMartawidjaja AzzuraPinkan AlyaF.C.M. AnnisaErde BuDesi CeuPopon SissyPrescillia AgusKencrot,"at a bandung high school, charming and rebellious dilan vies for the affections of shy new student milea. iqbaaldhiafakhriramadhan vaneshaprescilla deboandrios giulioparengkuan yorikoangeline zulfamaharani brandonsalim irawibowo happysalma refalhady adhistyzara moiratabinazayn tikepriatnakusumah yatisurachman teukurifnuwikana teddysnada iangdarmawan arisnugraha intenleony iraratih ridwankamil joepproject poloreza ribkauli jubrabmartawidjaja azzurapinkan alyaf.c.m. annisaerde budesi ceupopon sissyprescillia aguskencrot"
1783,tm358370,Love and Shukla,"A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters.",2017,"['romance', 'comedy', 'drama']",7.3,960.0,1.695,8.2,SaharshKumarShukla TaneeaRajawat HimaSingh AparnaUpadhyay LoknathTiwari AmolDeshmukh GaneshKumar ShahnawazAlam SambhajiSasane,"a sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters. saharshkumarshukla taneearajawat himasingh aparnaupadhyay loknathtiwari amoldeshmukh ganeshkumar shahnawazalam sambhajisasane"
1784,tm369453,Mau Nieto: viviendo sobrio… desde el bar,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober.",2018,['comedy'],6.7,81.0,1.4,6.2,MauNieto,"performing at a bar, mexican stand-up comedian mau nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober. maunieto"
1785,tm815509,Mrs. Miracle Animals: An Squirrel's Princess Bride,"Set against the backdrop of the mystical Northern Lights, Scout Elf Newsey investigates how Santa travels the world at night.",2017,"['comedy', 'fantasy', 'animation', 'family']",4.7,98.0,1.005,2.0,LeslieBellair TommasOden BradHyland EmmaGreene BrodyRose CarolAebersold JanNelson AmyDykstra LeslieBellair TommasOden AmyLovett,"set against the backdrop of the mystical northern lights, scout elf newsey investigates how santa travels the world at night. lesliebellair tommasoden bradhyland emmagreene brodyrose carolaebersold jannelson amydykstra lesliebellair tommasoden amylovett"
1786,tm358188,Alexis de Anda: Mea Culpa,"Stand-up comedian Alexis de Anda shares thoughts on gynecologists, drugs, and sex.",2017,['comedy'],4.9,101.0,0.728,4.3,AlexisdeAnda,"stand-up comedian alexis de anda shares thoughts on gynecologists, drugs, and sex. alexisdeanda"
1787,tm442805,My Travel Buddy 2,The sequel to Yol Arkadasim from 2017. Onur and Seref have become both housemates and colleagues within a year. Seref is not successful in managing the song career of Onur.,2018,"['family', 'comedy']",5.8,3256.0,3.506,6.0,İbrahimBüyükak OğuzhanKoç EzgiEyüboğlu OlgunToker BaharŞahin KadirPolatçı DilberAy AycanKoptur KıvançBaranArslan TamerLevent ÜlküDuru MahmoudKasalkheh OnurhanKonak AydanKoptur KaanMutlu,the sequel to yol arkadasim from 2017. onur and seref have become both housemates and colleagues within a year. seref is not successful in managing the song career of onur. i̇brahimbüyükak oğuzhankoç ezgieyüboğlu olguntoker baharşahin kadirpolatçı dilberay aycankoptur kıvançbaranarslan tamerlevent ülküduru mahmoudkasalkheh onurhankonak aydankoptur kaanmutlu
1788,tm414746,Carlos Ballarta: furia ñera,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.,2018,['comedy'],7.2,213.0,4.29,7.2,CarlosBallarta,mexican comic carlos ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments. carlosballarta
1789,tm324753,Marco Luque - We are together,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.",2017,['comedy'],4.3,77.0,2.509,5.2,MarcoLuque,"eclectic character comedian marco luque plays himself in this stand-up special about relationships, regional differences and his own love of movies. marcoluque"
1790,tm429383,Yoo Byung Jae: Discomfort Zone,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.,2018,['comedy'],,,0.819,6.4,YooByung-jae,daring comedian yoo byung-jae connects criticism he's received from the general public to some of the most touchy issues in current korean society. yoobyung-jae
1791,tm460198,Catch.er,When an ambitious career woman is found murdered on her wedding anniversary her husband becomes the prime suspect. However a police investigation unearths others in her life who may also have a strong motive.,2017,"['crime', 'drama']",4.5,30.0,1.4,6.0,BeverlyNaya AlexxEkubo,when an ambitious career woman is found murdered on her wedding anniversary her husband becomes the prime suspect. however a police investigation unearths others in her life who may also have a strong motive. beverlynaya alexxekubo
1792,tm404569,Shubh Aarambh,"In the midst of her wedding, a young girl tries to save a 28 year old love marriage, of her future in-laws, which is falling apart.",2017,"['comedy', 'drama', 'family']",6.7,124.0,1.676,6.0,HarshChhaya PracheeShah BharatChowda DeekshaJoshi AarjavTrivedi PrashantBarot JayBhatt,"in the midst of her wedding, a young girl tries to save a 28 year old love marriage, of her future in-laws, which is falling apart. harshchhaya pracheeshah bharatchowda deekshajoshi aarjavtrivedi prashantbarot jaybhatt"
1793,tm321563,A Drowning Man,"Alone and far from home, The Kid makes his way through a strange city looking for the means to get through his day. Surrounded by predators he is forced to make compromises merely to survive, his life of exile grows one day longer.",2017,['drama'],,,1.039,5.6,AtefAlshafei RebihEl-Saleous ThymiosKoukios JalalQaniry MounirAlkhateeb IreneAggelopoulou,"alone and far from home, the kid makes his way through a strange city looking for the means to get through his day. surrounded by predators he is forced to make compromises merely to survive, his life of exile grows one day longer. atefalshafei rebihel-saleous thymioskoukios jalalqaniry mouniralkhateeb ireneaggelopoulou"
1794,tm367613,Mr. Chandramouli,"Raghav, a professional boxer, finds himself in a fix when an unexpected turn of events gets him tangled in a battle between his passion, family and the love of his life.",2018,"['romance', 'comedy', 'sport']",5.1,236.0,1.062,4.7,GauthamKarthik KarthikMuthuraman ReginaCassandra VaralaxmiSarathkumar J.Mahendran Sathish SanthoshPrathap,"raghav, a professional boxer, finds himself in a fix when an unexpected turn of events gets him tangled in a battle between his passion, family and the love of his life. gauthamkarthik karthikmuthuraman reginacassandra varalaxmisarathkumar j.mahendran sathish santhoshprathap"
1795,tm350945,Posesif,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,2017,"['drama', 'comedy', 'romance']",7.4,920.0,4.901,7.8,PutriMarino AdipatiDolken GritteAgatha ChiccoKurniawan CutMiniTheo YayuA.W.Unru IsmailBasbeth,a student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance. putrimarino adipatidolken gritteagatha chiccokurniawan cutminitheo yayua.w.unru ismailbasbeth
1796,tm438250,"I, Potro",Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,2018,"['comedy', 'sport']",6.2,498.0,4.494,5.9,JoaquínFerreira MarcelaAlvarez BenjamínAlfonso EmiliaClaudeville MauricioLlera SolGaschetto MartínSeefeld MartínRocco GonzaloVizan PaulaGrinszpan NoemíFrenkel GregoRossello JuanTupacSoler HernánJiménez,former club de cuervos player potro returns home to argentina to crash the wedding of his famous soccer-star brother and confront his estranged family. joaquínferreira marcelaalvarez benjamínalfonso emiliaclaudeville mauriciollera solgaschetto martínseefeld martínrocco gonzalovizan paulagrinszpan noemífrenkel gregorossello juantupacsoler hernánjiménez
1797,tm376709,Jani Dueñas: Grandes fracasos de ayer y hoy,"Radio broadcaster, actress and comedian Jani Dueñas brings her acid sense of humor to this stand-up special as she pours out her feelings on issues that are all too universal, from aging to dieting to sex.",2018,['comedy'],4.8,71.0,1.061,6.0,JaniDueñas,"radio broadcaster, actress and comedian jani dueñas brings her acid sense of humor to this stand-up special as she pours out her feelings on issues that are all too universal, from aging to dieting to sex. janidueñas"
1798,tm316923,Kartini: Princess of Java,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.,2017,"['drama', 'family', 'history', 'european']",7.6,511.0,2.116,8.1,DianSastro AchaSeptriasa AyushitaNugraha ChristineHakim NovaEliza AdiniaWirasti DeddySutomo DennySumargo DjenarMaesaAyu RezaRahadian DwiSasono RebeccaReijman RiantiCartwright DianSidik,a woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s indonesian society. diansastro achaseptriasa ayushitanugraha christinehakim novaeliza adiniawirasti deddysutomo dennysumargo djenarmaesaayu rezarahadian dwisasono rebeccareijman rianticartwright diansidik
1799,tm375836,Adel Karam: Live from Beirut,Which part of a sheep is tastiest? What's so funny about funerals? A Lebanese comic answers your burning questions!,2018,['comedy'],5.3,150.0,0.84,7.0,AdelKaram,which part of a sheep is tastiest? what's so funny about funerals? a lebanese comic answers your burning questions! adelkaram
1800,tm480647,Ayana,An ambitious software entrepreneur puts everything he has in line to perceive his dreams.,2017,"['drama', 'documentation']",7.1,127.0,0.6,,DeepakSubramanya ApoorvaSoma RameshBhat GouthamShashidhar VedashreeRao,an ambitious software entrepreneur puts everything he has in line to perceive his dreams. deepaksubramanya apoorvasoma rameshbhat gouthamshashidhar vedashreerao
1801,tm450769,Nathicharami,"A widow struggles with the dilemma of her own growing sexual needs, and her desire to remain faithful to the memory of her late husband.",2018,['drama'],7.1,320.0,1.623,7.2,SruthiHariharan BalajiManohar SanchariVijay PoornachandraMysore,"a widow struggles with the dilemma of her own growing sexual needs, and her desire to remain faithful to the memory of her late husband. sruthihariharan balajimanohar sancharivijay poornachandramysore"
1802,tm362737,Facing Mecca,Pensioner Roli comes to Fareed's assistance when the Syrian refugee is faced with the burial of his Muslim wife. Together they stumble into a bewildering forest of Swiss bureaucracy to which Roli finds beautifully simple answer.,2017,['drama'],,,1.608,5.6,JayAbdo AliAl-Fatlawi RolfBrügger SarahBürge IreneEichenberger EnverFazliji PeterFreiburghaus RahelHubacher MeravIbrahim SayaIbrahim NinaIseli ChristophLanz NicolasRosat RuthSchwegler MariaSigrist ErichZbinden,pensioner roli comes to fareed's assistance when the syrian refugee is faced with the burial of his muslim wife. together they stumble into a bewildering forest of swiss bureaucracy to which roli finds beautifully simple answer. jayabdo alial-fatlawi rolfbrügger sarahbürge ireneeichenberger enverfazliji peterfreiburghaus rahelhubacher meravibrahim sayaibrahim ninaiseli christophlanz nicolasrosat ruthschwegler mariasigrist erichzbinden
1803,tm452767,Next Enti?,"Tammy ‘hates boys’ and will only settle for the kind of standards her father sets for her; both with the way he is and the 'knowledge' he imparts her with. Sanju is one of the men she dates, a man-child who refuses to grow up. But when both part ways on such uncertain terms, what brings them together again?",2018,"['comedy', 'drama', 'romance']",4.5,163.0,1.344,3.8,TamannaBhatia SundeepKishan Navdeep PoonamKaur SarathBabu Harshavardhan VenkatMikkilineni AtulSharma ClaireAshton PamelaCook PeterJay LarissaBonesi,"tammy ‘hates boys’ and will only settle for the kind of standards her father sets for her; both with the way he is and the 'knowledge' he imparts her with. sanju is one of the men she dates, a man-child who refuses to grow up. but when both part ways on such uncertain terms, what brings them together again? tamannabhatia sundeepkishan navdeep poonamkaur sarathbabu harshavardhan venkatmikkilineni atulsharma claireashton pamelacook peterjay larissabonesi"
1804,tm430666,Hantu Kak Limah,"Kak Limah is discovered dead by villager. Since then, her ghost has been spotted around Kampung Pisang, making the villagers feel restless. Enter Encik Solihin, who tries to help by shooing her ghost away from the village. Husin, Encik Solihin and other villagers trying to overcome this problem. However, the tragedy behind Kak Limah's death has yet to be unveiled.",2018,"['horror', 'comedy']",5.6,678.0,2.125,6.9,Awie Delimawati ZulAriffin RopieCecupak ArabKhalid UqashaSenrose TjIsa SharwaniNs MusMay PekinIbrahim,"kak limah is discovered dead by villager. since then, her ghost has been spotted around kampung pisang, making the villagers feel restless. enter encik solihin, who tries to help by shooing her ghost away from the village. husin, encik solihin and other villagers trying to overcome this problem. however, the tragedy behind kak limah's death has yet to be unveiled. awie delimawati zulariffin ropiececupak arabkhalid uqashasenrose tjisa sharwanins musmay pekinibrahim"
1805,tm369079,Todd Glass: Act Happy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,2018,['comedy'],5.1,368.0,2.254,5.7,ToddGlass DuncanCarey EricKalver GabrielSteiner LaurenReeves TimLillis JeffGarlin,try to keep up as comedian todd glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a kit kat. toddglass duncancarey erickalver gabrielsteiner laurenreeves timlillis jeffgarlin
1806,tm416134,Fernando Sanjiao: Hombre,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.,2018,['comedy'],6.3,57.0,1.219,6.5,FernandoSanjiao,argentine actor and comedian fernando sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times. fernandosanjiao
1807,tm404828,Yoo Byung Jae: Too Much Information,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",2018,['comedy'],5.3,53.0,0.6,6.3,YooByung-jae YangHyun-suk,"""saturday night live korea"" writer-turned-comedian yoo byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture. yoobyung-jae yanghyun-suk"
