,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
0,tm84618,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1976,"['drama', 'crime']",8.2,808582.0,40.965,8.179,RobertDeNiro JodieFoster AlbertBrooks HarveyKeitel CybillShepherd PeterBoyle LeonardHarris DiahnneAbbott GinoArdito MartinScorsese MurrayMoston RichardHiggs BillMinkin BobMaroff VictorArgo JoeSpinell RobinsonFrankAdu BrendaDickson NormanMatlock HarryNorthup HarlanCaryPoe StevenPrince PeterSavage NicholasShields RalphS.Singleton AnnieGagen CarsonGrant Mary-PatGreen DebbiMorgan DonStroud CopperCunningham GarthAvery NatGrant BilliePerkins CatherineScorsese CharlesScorsese,a mentally unstable vietnam war veteran works as a night-time taxi driver in new york city where the perceived decadence and sleaze feed his urge for violent action. robertdeniro jodiefoster albertbrooks harveykeitel cybillshepherd peterboyle leonardharris diahnneabbott ginoardito martinscorsese murraymoston richardhiggs billminkin bobmaroff victorargo joespinell robinsonfrankadu brendadickson normanmatlock harrynorthup harlancarypoe stevenprince petersavage nicholasshields ralphs.singleton anniegagen carsongrant mary-patgreen debbimorgan donstroud coppercunningham garthavery natgrant billieperkins catherinescorsese charlesscorsese
1,tm154986,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972,"['drama', 'action', 'thriller', 'european']",7.7,107673.0,10.01,7.3,JonVoight BurtReynolds NedBeatty RonnyCox EdRamey BillyRedden SeamonGlass RandallDeal BillMcKinney Herbert'Cowboy'Coward LewisCrone KenKeener JohnnyPopwell JohnFowler KathyRickman LouiseColdren PeteWare JamesDickey MaconMcCalman HoytPollard BelindaBeatty CharleyBoorman,"intent on seeing the cahulawassee river before it's turned into one huge lake, outdoor fanatic lewis medlock takes his friends on a river-rafting trip they'll never forget into the dangerous american back-country. jonvoight burtreynolds nedbeatty ronnycox edramey billyredden seamonglass randalldeal billmckinney herbert'cowboy'coward lewiscrone kenkeener johnnypopwell johnfowler kathyrickman louisecoldren peteware jamesdickey maconmccalman hoytpollard belindabeatty charleyboorman"
2,tm127384,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,"['fantasy', 'action', 'comedy']",8.2,534486.0,15.461,7.811,GrahamChapman JohnCleese EricIdle TerryGilliam TerryJones MichaelPalin ConnieBooth CarolCleveland NeilInnes BeeDuffell JohnYoung RitaDavies AvrilStewart SallyKinghorn MarkZycon ElspethCameron MitsukoForstater SandyJohnson SandyRose RomillySquire JoniFlynn AlisonWalker LoraineWard AnnaLanski SallyCoombe VivienneMacDonald YvonneDick DaphneDarling FionaGordon JudyLamb TracySneddon JoycePollner MaryAllen GloriaGraham SylviaTaylor JulianDoyle MargaritaDoyle ZackMatalon ScottMike WilliamPalin TerryJones TomRaeburn BrianRoss RoyForgeSmith JohnThornton MaggieWeston,"king arthur, accompanied by his squire, recruits his knights of the round table, including sir bedevere the wise, sir lancelot the brave, sir robin the not-quite-so-brave-as-sir-lancelot and sir galahad the pure. on the way, arthur battles the black knight who, despite having had all his limbs chopped off, insists he can still fight. they reach camelot, but arthur decides not  to enter, as ""it is a silly place"". grahamchapman johncleese ericidle terrygilliam terryjones michaelpalin conniebooth carolcleveland neilinnes beeduffell johnyoung ritadavies avrilstewart sallykinghorn markzycon elspethcameron mitsukoforstater sandyjohnson sandyrose romillysquire joniflynn alisonwalker loraineward annalanski sallycoombe viviennemacdonald yvonnedick daphnedarling fionagordon judylamb tracysneddon joycepollner maryallen gloriagraham sylviataylor juliandoyle margaritadoyle zackmatalon scottmike williampalin terryjones tomraeburn brianross royforgesmith johnthornton maggieweston"
3,tm120801,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",1967,"['war', 'action']",7.7,72662.0,20.398,7.6,LeeMarvin ErnestBorgnine CharlesBronson JimBrown JohnCassavetes RichardJaeckel GeorgeKennedy TriniLópez RalphMeeker RobertRyan TellySavalas DonaldSutherland ClintWalker RobertWebber TomBusby BenCarruthers StuartCooper RobertPhillips ColinMaitland AlMancini GeorgeRoubicek ThickWilson DoraReisser MichaelAnthony LeoBritt AlanChuntz GaryFiles JudithFurse HalGalili RomoGorrara WilloughbyGray GerardHeinz JohnG.Heller GeorgeHilsdon JohnHollis AlfJoint JubaKennerley HildegardKnef AnnLancaster RichardMarner DickMiller LionelMurton SuzanneOwens-Duval MikeReid TerryRichards FrederickSchiller RichardShaw WarrenStanhope HedgerWallace TheodoreWilhelm RockyTaylor BurnellTucker VickiWoolf MichaelSegal,"12 american military prisoners in world war ii are ordered to infiltrate a well-guarded enemy château and kill the nazi officers vacationing there. the soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences. leemarvin ernestborgnine charlesbronson jimbrown johncassavetes richardjaeckel georgekennedy trinilópez ralphmeeker robertryan tellysavalas donaldsutherland clintwalker robertwebber tombusby bencarruthers stuartcooper robertphillips colinmaitland almancini georgeroubicek thickwilson dorareisser michaelanthony leobritt alanchuntz garyfiles judithfurse halgalili romogorrara willoughbygray gerardheinz johng.heller georgehilsdon johnhollis alfjoint jubakennerley hildegardknef annlancaster richardmarner dickmiller lionelmurton suzanneowens-duval mikereid terryrichards frederickschiller richardshaw warrenstanhope hedgerwallace theodorewilhelm rockytaylor burnelltucker vickiwoolf michaelsegal"
4,tm70993,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979,['comedy'],8.0,395024.0,17.77,7.8,GrahamChapman JohnCleese TerryGilliam EricIdle TerryJones MichaelPalin TerenceBayler CarolCleveland KennethColley NeilInnes CharlesMcKeown JohnYoung GwenTaylor SueJones-Davies JohnCase ChrisLangham AndrewMacLachlan BernardMcKenna SpikeMilligan GeorgeHarrison,"brian cohen is an average young jewish man, but through a series of ridiculous events, he gains a reputation as the messiah. when he's not dodging his followers or being scolded by his shrill mother, the hapless brian has to contend with the pompous pontius pilate and acronym-obsessed members of a separatist movement. rife with monty python's signature absurdity, the tale finds brian's life paralleling biblical lore, albeit with many more laughs. grahamchapman johncleese terrygilliam ericidle terryjones michaelpalin terencebayler carolcleveland kennethcolley neilinnes charlesmckeown johnyoung gwentaylor suejones-davies johncase chrislangham andrewmaclachlan bernardmckenna spikemilligan georgeharrison"
5,tm14873,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,"['thriller', 'action', 'crime']",7.7,155051.0,12.817,7.5,ClintEastwood HarryGuardino ReniSantoni JohnVernon AndrewRobinson JohnLarch JohnMitchum MaeMercer LynEdgington RuthKobart WoodrowParfrey JosefSommer WilliamPaterson JamesNolan MauriceArgent JoDeWinter CraigKelly AlbertPopwell JoyCarlin BillCouch DianaDavidson VinceDeadrickSr. ChuckDorsett AlDunlap LarryDuran GeorgeFargo LoisForaker MaxGail JohnGarber ChristopherPray EddieGarrett JamesW.Gavin DavidGilliam DonHaggerty ScottHale KateHarper BobHarris ChuckHicks RaymondJohnson RichardLawson LaurieMock AnnNoland KathleenO'Malley AngelaPaton VictorPaul DebraleeScott DonSiegel KristofferTabori TonyDario MarcHertsens GordonChapli JanetWisely PamelaTanimura RichardSamuelson DerekJue SeanMaley DianeDarnell,"when a madman dubbed 'scorpio' terrorizes san francisco, hard-nosed cop, harry callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. harry eventually collars scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. now, the maverick detective is determined to nail the maniac himself. clinteastwood harryguardino renisantoni johnvernon andrewrobinson johnlarch johnmitchum maemercer lynedgington ruthkobart woodrowparfrey josefsommer williampaterson jamesnolan mauriceargent jodewinter craigkelly albertpopwell joycarlin billcouch dianadavidson vincedeadricksr. chuckdorsett aldunlap larryduran georgefargo loisforaker maxgail johngarber christopherpray eddiegarrett jamesw.gavin davidgilliam donhaggerty scotthale kateharper bobharris chuckhicks raymondjohnson richardlawson lauriemock annnoland kathleeno'malley angelapaton victorpaul debraleescott donsiegel kristoffertabori tonydario marchertsens gordonchapli janetwisely pamelatanimura richardsamuelson derekjue seanmaley dianedarnell"
6,tm119281,Bonnie and Clyde,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,"['crime', 'drama', 'action']",7.7,112048.0,15.687,7.5,WarrenBeatty FayeDunaway MichaelJ.Pollard GeneHackman EstelleParsons DenverPyle DubTaylor EvansEvans GeneWilder MabelCavitt PatrickCranshaw OwenBush ClydeHowdy RussMarker AnnPalmer KenMayer,"in the 1930s, bored waitress bonnie parker falls in love with an ex-con named clyde barrow and together they start a violent crime spree through the country, stealing cars and robbing banks. warrenbeatty fayedunaway michaelj.pollard genehackman estelleparsons denverpyle dubtaylor evansevans genewilder mabelcavitt patrickcranshaw owenbush clydehowdy russmarker annpalmer kenmayer"
7,tm98978,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,"['romance', 'action', 'drama']",5.8,69844.0,50.324,6.156,BrookeShields ChristopherAtkins LeoMcKern WilliamDaniels JeffreyKleiser GusMercurio ElvaJosephson GlennKohan BradleyPryce ChadTimmerman GertJacoby AlexHamilton RichardEvanson,"two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. soon, however, the cook dies and the young boy and girl are left on their own. days become years and emmeline and richard make a home for themselves surrounded by exotic creatures and nature's beauty. but will they ever see civilization again? brookeshields christopheratkins leomckern williamdaniels jeffreykleiser gusmercurio elvajosephson glennkohan bradleypryce chadtimmerman gertjacoby alexhamilton richardevanson"
8,tm44204,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961,"['action', 'drama', 'war']",7.5,50748.0,13.844,7.3,GregoryPeck DavidNiven AnthonyQuinn StanleyBaker AnthonyQuayle JamesDarren IrenePapas GiaScala JamesRobertsonJustice RichardHarris BryanForbes AllanCuthbertson MichaelTrubshawe PercyHerbert GeorgeMikell WalterGotell TutteLemkow AlbertLieven NormanWooland KleoSkouloudi NicholasPapakonstantinou ChristopherRhodes WilliamHoehneJr.,"a team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped british soldiers. gregorypeck davidniven anthonyquinn stanleybaker anthonyquayle jamesdarren irenepapas giascala jamesrobertsonjustice richardharris bryanforbes allancuthbertson michaeltrubshawe percyherbert georgemikell waltergotell tuttelemkow albertlieven normanwooland kleoskouloudi nicholaspapakonstantinou christopherrhodes williamhoehnejr."
9,tm67378,The Professionals,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966,"['western', 'action', 'european']",7.3,16446.0,13.123,7.1,BurtLancaster LeeMarvin RobertRyan WoodyStrode JackPalance ClaudiaCardinale RalphBellamy JoeDeSantis RafaelBertrand JorgeMartínezdeHoyos MarieGomez JoséChávez CarlosRomero VaughnTaylor ElizabethCampbell DonCarlos LeighChapman RobertoContreras DirkEvans DarwinLamb EddieLittleSky JohnLopez JohnMcKee PhilipL.Parslow RonVeto,an arrogant texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious mexican bandit. burtlancaster leemarvin robertryan woodystrode jackpalance claudiacardinale ralphbellamy joedesantis rafaelbertrand jorgemartínezdehoyos mariegomez joséchávez carlosromero vaughntaylor elizabethcampbell doncarlos leighchapman robertocontreras dirkevans darwinlamb eddielittlesky johnlopez johnmckee philipl.parslow ronveto
10,tm69997,Richard Pryor: Live in Concert,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,"['comedy', 'documentation']",8.1,5141.0,4.718,7.5,RichardPryor JenniferLeePryor,"richard pryor delivers monologues on race, sex, family and his favorite target—himself, live at the terrace theatre in long beach, california. richardpryor jenniferleepryor"
11,tm16479,White Christmas,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,1954,"['romance', 'comedy']",7.5,42488.0,8.915,7.2,BingCrosby DannyKaye RosemaryClooney Vera-Ellen DeanJagger MaryWickes JohnBrascia AnneWhitfield BeaAllen FrankBaker GlenCargyle GeorgeChakiris BarrieChase LorinneCrawford FranklynFarnum BessFlowers GavinGordon JohnnyGrant PercyHelton I.StanfordJolley SigRuman GradySutton HerbVigran RobertCrosson,two talented song-and-dance men team up after the war to become one of the hottest acts in show business. in time they befriend and become romantically involved with the beautiful haynes sisters who comprise a sister act. bingcrosby dannykaye rosemaryclooney vera-ellen deanjagger marywickes johnbrascia annewhitfield beaallen frankbaker glencargyle georgechakiris barriechase lorinnecrawford franklynfarnum bessflowers gavingordon johnnygrant percyhelton i.stanfordjolley sigruman gradysutton herbvigran robertcrosson
12,tm135083,Cairo Station,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,"['drama', 'crime', 'comedy']",7.5,4471.0,5.546,7.3,FaridShawqi HindRostom YoussefChahine HassanelBaroudi AbdelAzizKhalil SaidKhalil AbdelGhaniNagdi AbdelHamidBodaoha AhmedAbaza AsaadKellada NaimaWasfy SafiaTharwat,"qinawi, a physically challenged peddler who makes his living selling newspapers in the central cairo train station, is obsessed by hanuma, an attractive young woman who sells drinks. while she jokes with him about a possible relationship, she is actually in love with abu siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment. faridshawqi hindrostom youssefchahine hassanelbaroudi abdelazizkhalil saidkhalil abdelghaninagdi abdelhamidbodaoha ahmedabaza asaadkellada naimawasfy safiatharwat"
13,tm89386,Hitler: A Career,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,"['history', 'documentation', 'european']",7.5,2460.0,4.305,7.3,GertWestphal,"a keen chronicle of the unlikely rise to power of adolf hitler (1889-1945) and a dissection of the third reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse. gertwestphal"
14,tm156453,FTA,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0,1.268,6.1,JaneFonda DonaldSutherland PamelaDonegan LenChandler MichaelAlaimo HollyNear PaulMooney RitaMartinson PeterBoyle SteveJaffe,"a documentary about a political troupe headed by actors jane fonda and donald sutherland which traveled to towns near military bases in the us in the early 1970s. the group put on shows called ""f.t.a."", which stood for ""f**k the army"", and was aimed at convincing soldiers to voice their opposition to the vietnam war, which was raging at the time. various singers, actors and other entertainers performed antiwar songs and skits during the show. janefonda donaldsutherland pameladonegan lenchandler michaelalaimo hollynear paulmooney ritamartinson peterboyle stevejaffe"
15,tm14350,Alexandria… Why?,"Set against the panoramic backdrop of war-torn Egypt, director Youssef Chahine tells a highly personal tale of love and determination. Amid the poverty, death and suffering caused by World War II, 18 year-old Yehia, retreats into a private world of fantasy and longing. Obsessed with Hollywood, he dreams of one day studying filmmaking in America, but after falling in love and discovering the lies of European occupation, Yehia profoundly reevaluates his identity and allegiances.",1979,['drama'],7.2,1727.0,1.37,6.0,FaridShawqi Mahmoudel-Meliguy EzzatElAlaili YoussefWahby AbdelWarithAssir AhmadZaki AbdullahMahmoud MohsenaTawfik,"set against the panoramic backdrop of war-torn egypt, director youssef chahine tells a highly personal tale of love and determination. amid the poverty, death and suffering caused by world war ii, 18 year-old yehia, retreats into a private world of fantasy and longing. obsessed with hollywood, he dreams of one day studying filmmaking in america, but after falling in love and discovering the lies of european occupation, yehia profoundly reevaluates his identity and allegiances. faridshawqi mahmoudel-meliguy ezzatelalaili youssefwahby abdelwarithassir ahmadzaki abdullahmahmoud mohsenatawfik"
16,tm81728,The Land,"Set in 1933, the mayor informs the peasants that the share of irrigation of their land will be split equally between them and feudal lord Mahmoud Bey. The peasants send Muhammad Effendi to submit a petition to the government. Then Mahmoud Bey proposes a project that would require taking part of the peasants' lands.",1969,['drama'],8.1,1958.0,1.265,8.5,EzzatElAlaili Mahmoudel-Meliguy HamdyAhmed YehiaChahine TewfikElDekn AliElSherif SalahEl-Saadany NagwaIbrahim AbdelWarithAssir FatmaOmara‏ AshrafAl-Selehdar HusseinIsmail,"set in 1933, the mayor informs the peasants that the share of irrigation of their land will be split equally between them and feudal lord mahmoud bey. the peasants send muhammad effendi to submit a petition to the government. then mahmoud bey proposes a project that would require taking part of the peasants' lands. ezzatelalaili mahmoudel-meliguy hamdyahmed yehiachahine tewfikeldekn alielsherif salahel-saadany nagwaibrahim abdelwarithassir fatmaomara‏ ashrafal-selehdar husseinismail"
17,tm94651,Dostana,"Two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",1980,"['drama', 'comedy', 'crime', 'romance', 'action']",2.1,25.0,3.98,4.9,AmitabhBachchan ShatrughanSinha ZeenatAman PremChopra AmrishPuri Helen Pran GajananJagirdar Sajjan Iftekhar K.N.Singh,"two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman. amitabhbachchan shatrughansinha zeenataman premchopra amrishpuri helen pran gajananjagirdar sajjan iftekhar k.n.singh"
18,tm27298,Saladin the Victorious,"Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade.",1963,"['action', 'drama', 'war', 'history', 'romance']",7.6,2508.0,4.156,7.1,AhmadMazhar NadiaLotfi SalahZulfikar LeilaFawzi HamdyGhaith LailaTaher OmarEl-Hariri Mahmoudel-Meliguy ZakiToleimat TewfikElDekn,"saladin, the first sultan of egypt and syria, leads the muslim military campaign against the invading christians from europe during the third crusade. ahmadmazhar nadialotfi salahzulfikar leilafawzi hamdyghaith lailataher omarel-hariri mahmoudel-meliguy zakitoleimat tewfikeldekn"
19,tm100027,Alibaba Aur 40 Chor,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979,"['drama', 'romance', 'action', 'fantasy', 'family']",6.2,565.0,2.582,6.8,Dharmendra HemaMalini ZeenatAman PremChopra Maya-GozelAimedova,"the movie is based on the story of ali baba and the forty thieves, from the one thousand and one nights or arabian tales. the role of ali baba is played by dharmendra and hema malini play morjina. dharmendra hemamalini zeenataman premchopra maya-gozelaimedova"
20,tm19608,The Blazing Sun,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,"['crime', 'romance', 'drama']",7.4,1219.0,2.184,7.0,FatenHamamah OmarSharif ZakiRostom FaridShawqi AbdelWarithAssir HamdyGhaith AbdelGhaniKamar ZakiIbrahim,"a rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. what he doesn't know is that his own daughter is in love with ahmed, a young man from the village. fatenhamamah omarsharif zakirostom faridshawqi abdelwarithassir hamdyghaith abdelghanikamar zakiibrahim"
21,tm204541,Dark Waters,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,"['action', 'drama', 'romance', 'thriller']",6.7,610.0,0.849,5.9,OmarSharif FatenHamamah AhmedRamzy TewfikElDekn FerdoosMohammed HusainReyadh,"ragab, a poor sailor, returns home to alexandria after three years of absence, during which he tried to save money to marry his one true love, hamedah. but there's trouble on the harbor, and with an old friend. omarsharif fatenhamamah ahmedramzy tewfikeldekn ferdoosmohammed husainreyadh"
22,tm356209,Singapore,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,"['drama', 'thriller', 'crime']",6.4,84.0,0.792,6.3,ShammiKapoor Padmini MariaMenado Shashikala Agha,"when his employee disappears in singapore, shyam travels from india to investigate the absence and becomes entangled in a deadly plot. shammikapoor padmini mariamenado shashikala agha"
23,tm90896,The Return of the Prodigal Son,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,"['music', 'drama', 'crime']",7.2,780.0,1.858,5.3,Mahmoudel-Meliguy ShukriSarhan SoheirEl-Morshidy HeshamSelim MajidaElRoumi,"in this andre gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. demonstrating chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment. mahmoudel-meliguy shukrisarhan soheirel-morshidy heshamselim majidaelroumi"
24,tm336403,Khoon Khoon,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,"['crime', 'thriller']",5.1,41.0,1.948,3.8,AsitSen,"as a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of dirty harry. asitsen"
25,tm358653,Ujala,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",1959,"['romance', 'crime', 'drama']",6.6,78.0,0.84,6.0,MalaSinha ShammiKapoor RaajKumar LeelaChitnis Kumkum Dhumal,"an honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach. malasinha shammikapoor raajkumar leelachitnis kumkum dhumal"
26,tm155787,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,"['drama', 'crime']",8.7,1131681.0,50.387,8.463,RayLiotta RobertDeNiro JoePesci LorraineBracco PaulSorvino FrankSivero TonyDarrow MikeStarr FrankVincent ChuckLow FrankDiLeo HennyYoungman GinaMastrogiacomo CatherineScorsese CharlesScorsese SuzanneShepherd DebiMazar MargoWinkler WelkerWhite JerryVale JulieGarfield ChristopherSerrone ElaineKagan BeauStarr KevinCorrigan MichaelImperioli RobbieVinton JohnnyWilliams DanielP.Conte TonyConforti FrankPellegrino RonaldMaccone TonySirico JosephD'Onofrio SteveForleo RichardDioguardi FrankAdonis JohnManca JosephBono KatherineWallach MarkEvanJacobs AngelaPietropinto MarianneLeoneCooper MarieMichaels LoNardo MelissaProphet IlleanaDouglas SusanVaron ElizabethWhitcraft ClemCaserta SamuelL.Jackson FranMcGee PaulHerman EdwardMcDonald EdwardHayes GinaMattia JoelCalendrillo AnthonyValentin EdwardD.Murphy MichaelCitriniti PeterHock ErasmusC.Alfano JohnDiBenedetto MannyAlfaro ThomasLowry MargaretSmith RichardMullally FrankAlbanese PaulMcIsaac BobGolub LouisEppolito TonyLip MikeyBlack PeterCicale AnthonyPowers VincentPastore AnthonyAlessandro VictorColicchio MikeContessa PhilipSuriano PaulMougey NormanBarbera AnthonyPolemeni JamesQuattrochi LawrenceSacco DinoLaudicina IrvingWelzer JesseKirtzman RussellHalley SpencerBradley BobAltman JoannaBennett GayleLewis GaetanoLisi LukeWalter EdDeacy LarrySilvestri John'ChaCha'Ciarcia VitoPicone JanisCorsair LisaD’Apolito FrankAquilino VitoAntuofermo VincentGallo GaetanoLoGiudice GarryPastore NicoleBurdette StellaKeitel DominiqueDeVito MichaelangeloGraziano PaulaKcira NadineKay TonyEllis PeterOnorati JamiedeRoy JoelBlake H.ClayDear ThomasHewson GeneCanfield MargauxGuerard VioletGaynor TobinBell BerlindaTolbert NancyCassaro AdamWandt JoeGioco IsiahWhitlockJr. AlysonJones RubyGaynor BoDietl FrankCassini AnthonyCaso LisaBostnar BillyL.Sullivan DanielaBarbosa,"the true story of henry hill, a half-irish, half-sicilian brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a mafia family under the guidance of jimmy conway. rayliotta robertdeniro joepesci lorrainebracco paulsorvino franksivero tonydarrow mikestarr frankvincent chucklow frankdileo hennyyoungman ginamastrogiacomo catherinescorsese charlesscorsese suzanneshepherd debimazar margowinkler welkerwhite jerryvale juliegarfield christopherserrone elainekagan beaustarr kevincorrigan michaelimperioli robbievinton johnnywilliams danielp.conte tonyconforti frankpellegrino ronaldmaccone tonysirico josephd'onofrio steveforleo richarddioguardi frankadonis johnmanca josephbono katherinewallach markevanjacobs angelapietropinto marianneleonecooper mariemichaels lonardo melissaprophet illeanadouglas susanvaron elizabethwhitcraft clemcaserta samuell.jackson franmcgee paulherman edwardmcdonald edwardhayes ginamattia joelcalendrillo anthonyvalentin edwardd.murphy michaelcitriniti peterhock erasmusc.alfano johndibenedetto mannyalfaro thomaslowry margaretsmith richardmullally frankalbanese paulmcisaac bobgolub louiseppolito tonylip mikeyblack petercicale anthonypowers vincentpastore anthonyalessandro victorcolicchio mikecontessa philipsuriano paulmougey normanbarbera anthonypolemeni jamesquattrochi lawrencesacco dinolaudicina irvingwelzer jessekirtzman russellhalley spencerbradley bobaltman joannabennett gaylelewis gaetanolisi lukewalter eddeacy larrysilvestri john'chacha'ciarcia vitopicone janiscorsair lisad’apolito frankaquilino vitoantuofermo vincentgallo gaetanologiudice garrypastore nicoleburdette stellakeitel dominiquedevito michaelangelograziano paulakcira nadinekay tonyellis peteronorati jamiederoy joelblake h.claydear thomashewson genecanfield margauxguerard violetgaynor tobinbell berlindatolbert nancycassaro adamwandt joegioco isiahwhitlockjr. alysonjones rubygaynor bodietl frankcassini anthonycaso lisabostnar billyl.sullivan danielabarbosa"
