,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
0,0,ts22164,Monty Python's Flying Circus,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,"['comedy', 'european']",8.8,73424.0,17.617,8.306,GrahamChapman MichaelPalin TerryJones EricIdle TerryGilliam,"a british sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines. grahamchapman michaelpalin terryjones ericidle terrygilliam"
1,1,ts45948,Monty Python's Fliegender Zirkus,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,['comedy'],8.1,2151.0,1.487,7.0,GrahamChapman JohnCleese EricIdle TerryJones MichaelPalin,"monty python's fliegender zirkus consisted of two 45-minute monty python german television comedy specials produced by wdr for west german television. the two episodes were first broadcast in january and december 1972 and were shot entirely on film and mostly on location in bavaria, with the first episode recorded in german and the second recorded in english and then dubbed into german. grahamchapman johncleese ericidle terryjones michaelpalin"
2,2,ts20681,Seinfeld,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,['comedy'],8.9,308824.0,130.213,8.301,JerrySeinfeld JasonAlexander MichaelRichards JuliaLouis-Dreyfus,a stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in new york city in the '90s. it's a show about nothing. jerryseinfeld jasonalexander michaelrichards julialouis-dreyfus
3,3,ts22082,Knight Rider,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,"['scifi', 'action', 'crime', 'drama']",6.9,34115.0,50.267,7.5,DavidHasselhoff EdwardMulhare WilliamDaniels PatriciaMcPherson PeterParros,"michael long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. he is rescued by wilton knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of michael knight. michael is then given a special computerized and indestructible car called the knight industries two thousand (nicknamed kitt), and a mission: apprehend criminals who are beyond the reach of the law. the series depicts michael's exploits as he and kitt battle the forces of evil on behalf of the foundation for law and government. davidhasselhoff edwardmulhare williamdaniels patriciamcpherson peterparros"
4,4,ts20678,Saved by the Bell,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",1989,"['family', 'comedy', 'romance']",7.1,35034.0,19.855,8.0,Mark-PaulGosselaar MarioLópez DustinDiamond LarkVoorhies DennisHaskins,"lovable schemer zack morris leads his pals on adventures at california's bayside high school. the friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, mr. richard belding, who does his best to keep them in check. mark-paulgosselaar mariolópez dustindiamond larkvoorhies dennishaskins"
5,5,ts25028,Wheel of Fortune,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",1983,['family'],6.7,3145.0,5.935,6.8,VannaWhite PatSajak,"this game show sees contestants solve word puzzles, similar to those used in hangman, to win cash and prizes determined by spinning a giant carnival wheel. vannawhite patsajak"
6,6,ts23753,Major Dad,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",1989,"['comedy', 'family']",6.5,2922.0,9.849,6.5,GeraldMcRaney ShannaReed MattMulhern JonCypher BeverlyArcher MarisaRyan NicoleDubuc ChelseaHertford,"major dad is an american sitcom created by richard c. okie and john g. stephens, developed by earl pomerantz, that originally ran from 1989 to 1993 on cbs, starring gerald mcraney as major john d. macgillis and shanna reed as his wife polly. the cast also includes beverly archer, matt mulhern, jon cypher, marisa ryan, nicole dubuc and chelsea hertford. geraldmcraney shannareed mattmulhern joncypher beverlyarcher marisaryan nicoledubuc chelseahertford"
7,7,ts987,Danger Mouse,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",1981,"['animation', 'comedy', 'family', 'scifi', 'european']",7.4,3545.0,8.55,7.5,DavidJason TerryScott EdwardKelsey BrianTrueman,"danger mouse, the world's greatest secret agent, and his side-kick penfold work to foil the evil schemes of baron greenback. davidjason terryscott edwardkelsey briantrueman"
8,8,ts2760,Fireman Sam,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,"['animation', 'comedy', 'family', 'crime', 'european']",6.1,1785.0,37.647,7.2,StevenKynman DavidCarling SuDouglas TegwenTucker HarrietKershaw AlexLowe JoWyatt IfanHuwDafydd JohnHasler NigelWhitmey,"follow the adventures of fireman sam and his colleagues as they protect the citizens of the welsh town of pontypandy. whenever the alarm sounds, brave sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need. stevenkynman davidcarling sudouglas tegwentucker harrietkershaw alexlowe jowyatt ifanhuwdafydd johnhasler nigelwhitmey"
9,9,ts20981,Survivor,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",2000,['reality'],7.4,24687.0,54.19,7.4,JeffProbst,"a reality show contest where sixteen or more castaways split between two or more “tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “immunity”, forcing the other tribe to attend “tribal council”, where they must vote off one of their players. jeffprobst"
10,10,ts22176,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",1997,"['scifi', 'drama', 'action']",8.4,90196.0,88.851,8.3,BenBrowder AmandaTapping ChristopherJudge MichaelShanks ClaudiaBlack BeauBridges,"the story of stargate sg-1 begins about a year after the events of the feature film, when the united states government learns that an ancient alien device called the stargate can access a network of such devices on a multitude of planets. sg-1 is an elite air force special operations team, one of more than two dozen teams from earth who explore the galaxy and defend against alien threats such as the goa'uld, replicators, and the ori. benbrowder amandatapping christopherjudge michaelshanks claudiablack beaubridges"
11,11,ts21223,Pokémon,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",1997,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",7.4,198.0,115.356,7.633,RicaMatsumoto IkueOtani DaikiYamashita KenyuHoriuchi,"join ash accompanied by his partner pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a pokémon master. ricamatsumoto ikueotani daikiyamashita kenyuhoriuchi"
12,12,ts20339,One Piece,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!",1999,"['animation', 'action', 'comedy', 'drama', 'fantasy']",8.8,117129.0,143.457,8.764,MayumiTanaka KazuyaNakai AkemiOkamura KappeiYamaguchi HiroakiHirata YurikoYamaguchi IkueOtani KazukiYao Cho KatsuhisaHôki TesshouGenda,"years ago, the fearsome pirate king, gol d. roger was executed leaving a huge pile of treasure and the famous ""one piece"" behind. whoever claims the ""one piece"" will be named the new king of the pirates. monkey d. luffy, a boy who consumed a ""devil fruit,"" decides to follow in the footsteps of his idol, the pirate shanks, and find the one piece. it helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. luffy will do anything to get the one piece and become king of the pirates! mayumitanaka kazuyanakai akemiokamura kappeiyamaguchi hiroakihirata yurikoyamaguchi ikueotani kazukiyao cho katsuhisahôki tesshougenda"
13,13,ts5145,The Challenge,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",1998,"['reality', 'comedy', 'drama', 'scifi']",7.8,3362.0,18.075,7.7,T.J.Lavin,"each challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. the two teams compete in numerous missions in order to win prizes and advance in the overall game. t.j.lavin"
14,14,ts34435,Cowboy Bebop,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",1998,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",8.9,115448.0,35.402,8.522,KoichiYamadera UnshoIshizuka MegumiHayashibara AoiTada,"in 2071, roughly fifty years after an accident with a hyperspace gateway made the earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the solar system. amid a rising crime rate, the inter solar system police (issp) set up a legalized contract system, in which registered bounty hunters (also referred to as ""cowboys"") chase criminals and bring them in alive in return for a reward. koichiyamadera unshoishizuka megumihayashibara aoitada"
15,15,ts20983,Neon Genesis Evangelion,"At the turn of the century, the Angels returned to Earth, seeking to wipe out humanity in an apocalyptic fury. Devastated, mankind's last remnants moved underground to wait for the day when the Angels would come back to finish the job. Fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the Evangelions. Watch as Shinji, Rei, Asuka and the rest of the mysterious shadow agency Nerv battle to save earth from total annihilation.",1995,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",8.5,66629.0,49.27,8.637,MegumiOgata KotonoMitsuishi MegumiHayashibara YukoMiyamura YurikoYamaguchi FumihikoTachiki MotomuKiyokawa MikiNagasawa,"at the turn of the century, the angels returned to earth, seeking to wipe out humanity in an apocalyptic fury. devastated, mankind's last remnants moved underground to wait for the day when the angels would come back to finish the job. fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the evangelions. watch as shinji, rei, asuka and the rest of the mysterious shadow agency nerv battle to save earth from total annihilation. megumiogata kotonomitsuishi megumihayashibara yukomiyamura yurikoyamaguchi fumihikotachiki motomukiyokawa mikinagasawa"
16,16,ts21567,Gilmore Girls,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000,"['comedy', 'drama']",8.2,121462.0,58.578,7.827,LaurenGraham AlexisBledel ScottPatterson MelissaMcCarthy KeikoAgena YanicTruesdale EdwardHerrmann KellyBishop,"set in the charming town of stars hollow, connecticut, the series follows the captivating lives of lorelai and rory gilmore, a mother/daughter pair who have a relationship most people only dream of. laurengraham alexisbledel scottpatterson melissamccarthy keikoagena yanictruesdale edwardherrmann kellybishop"
17,17,ts20960,Power Rangers,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",1993,"['action', 'scifi', 'fantasy', 'family']",6.5,22110.0,19.699,6.8,RussellCurry HunterDeno KaiMoya TessaRao ChancePerez JordanFite JaredTurner JosephineDavison TorumHeng CampbellCooley,"a team of teenagers with attitude are recruited to save angel grove from the evil witch, rita repulsa, and later, lord zedd, emperor of all he sees, and their horde of monsters. russellcurry hunterdeno kaimoya tessarao chanceperez jordanfite jaredturner josephinedavison torumheng campbellcooley"
18,18,ts25252,Yu-Gi-Oh!,"A timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the Millennium Puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler.",1998,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",7.3,21113.0,33.504,7.358,MegumiOgata ToshiyukiMorikawa HikaruMidorikawa YumiKakazu RyotaroOkiayu TsutomuKashiwakura KanetoShiozawa KatsueMiwa Yukana TakeshiAono MichikoNeya RyouNaitou,"a timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the millennium puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler. megumiogata toshiyukimorikawa hikarumidorikawa yumikakazu ryotarookiayu tsutomukashiwakura kanetoshiozawa katsuemiwa yukana takeshiaono michikoneya ryounaitou"
19,19,ts22193,The Magic School Bus,An eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus.,1994,"['animation', 'scifi', 'comedy', 'family', 'fantasy']",7.8,9829.0,16.83,7.8,Malcolm-JamalWarner LilyTomlin EdwardJamesOlmos,an eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus. malcolm-jamalwarner lilytomlin edwardjamesolmos
20,20,ts22489,Goosebumps,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",1995,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']",7.6,13493.0,63.687,7.9,R.L.Stine,"anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, r.l. stine. in every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears. r.l.stine"
21,21,ts21034,InuYasha,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",7.9,15823.0,62.355,8.6,KappeiYamaguchi SatsukiYukino,"kagome higurashi is a modern day young girl who lives with her family by the old higure shrine. unbeknownst to kagome, she is the reincarnation of priestess kikyo and posseses the ""jewel of four souls"" (the shikon jewel). one ill-fated day, kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal japan, inhabited by demons. there, she encounters inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow. kappeiyamaguchi satsukiyukino"
22,22,ts16919,All That,"The new kids of comedy bring the funny as All That, America’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. From Executive Producers Kenan Thompson and Kel Mitchell.",1994,"['comedy', 'family', 'music']",7.5,7718.0,6.688,8.4,ChelseaBrummet LisaFoiles KyleSullivan DenzelWhitaker JackDeSena KiannaUnderwood RyanColeman Lil'JJ,"the new kids of comedy bring the funny as all that, america’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. from executive producers kenan thompson and kel mitchell. chelseabrummet lisafoiles kylesullivan denzelwhitaker jackdesena kiannaunderwood ryancoleman lil'jj"
23,23,ts8570,Barney & Friends,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",1992,"['comedy', 'family']",3.8,9624.0,14.641,4.9,DavidJoyner CareyStinson DeanWendt JulieJohnson JeffAyers PattyWirtz MichaelaDietz BobWest AdrianneKangas ToryGreen EmilioMazur KyleNelson LaurenMayeux JeradHarris,"barney & friends is an american children's television series aimed at children from ages 2 to 5. the series, which first aired on april 6, 1992, features the title character barney, a purple anthropomorphic tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

new episodes have not been produced since 2009; however reruns continue to air on various pbs stations. davidjoyner careystinson deanwendt juliejohnson jeffayers pattywirtz michaeladietz bobwest adriannekangas torygreen emiliomazur kylenelson laurenmayeux jeradharris"
24,24,ts27693,Kenan & Kel,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",1996,"['family', 'comedy']",7.8,15620.0,33.544,8.3,KenanThompson KelMitchell VanessaBaden KenForee TealMarchande DanFrischman,"set in chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy kel is always dragged along for the ride despite his track record for messing things up. kenanthompson kelmitchell vanessabaden kenforee tealmarchande danfrischman"
25,25,ts22286,Cardcaptor Sakura,"Sakura Kinomoto, an elementary school student who discovers that she possesses magical powers after accidentally freeing a set of magical cards from the book they had been sealed in for years. She is then tasked with retrieving those cards in order to avoid an unknown catastrophe from befalling the world.",1998,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",8.0,5008.0,35.757,8.7,SakuraTange JunkoIwao MotokoKumai AyaHisakawa EmiShinohara HideyukiTanaka MasayaOnosaka MegumiOgata TomokazuSeki Yukana TomokoKawakami NozomuSasaki,"sakura kinomoto, an elementary school student who discovers that she possesses magical powers after accidentally freeing a set of magical cards from the book they had been sealed in for years. she is then tasked with retrieving those cards in order to avoid an unknown catastrophe from befalling the world. sakuratange junkoiwao motokokumai ayahisakawa emishinohara hideyukitanaka masayaonosaka megumiogata tomokazuseki yukana tomokokawakami nozomusasaki"
26,26,ts11397,Adventures of Sonic the Hedgehog,"Follow the adventures of Sonic the Hedgehog, and his sidekick Tails, as they attempt to stop Dr. Robotnik and his array of robots from taking over the planet Mobius.",1993,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",6.2,3902.0,13.313,6.3,JaleelWhite ChristopherEvanWelch LongJohnBaldry GarryChalk PhilipMauriceHayes IanJamesCorlett,"follow the adventures of sonic the hedgehog, and his sidekick tails, as they attempt to stop dr. robotnik and his array of robots from taking over the planet mobius. jaleelwhite christopherevanwelch longjohnbaldry garrychalk philipmauricehayes ianjamescorlett"
27,27,ts20918,The Parkers,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.",1999,['comedy'],6.8,2377.0,5.745,8.1,Mo'Nique CountessVaughn JennavonOy KenLawson YvetteWilson DorienWilson,"the parkers is an american sitcom that aired on upn from august 30, 1999, to may 10, 2004. a spin-off of upn's moesha, the parkers features the mother-daughter team of nikki and kim parker. the parkers' signature ""heeyyy"" greeting became very popular in the early 2000s. mo'nique countessvaughn jennavonoy kenlawson yvettewilson dorienwilson"
28,28,ts21693,"Sister, Sister","Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",1994,"['comedy', 'drama', 'family']",6.2,12657.0,21.489,7.5,TiaMowry-Hardrict TameraMowry-Housley JackéeHarry MarquesHouston TimReid,"twins tia landry and tamera campbell were separated and adopted at birth. fourteen years later, they encounter each other by chance at the mall. after the families meet, tia's widowed father agrees to let tamera and her single mother move in with them. tiamowry-hardrict tameramowry-housley jackéeharry marqueshouston timreid"
29,29,ts20939,Moesha,"Moesha was an American sitcom series that aired on the UPN network from January 23, 1996 to May 14, 2001. The series stars R&B singer Brandy Norwood as Moesha Mitchell, a high school student living with her family in the Leimert Park neighborhood of South Central Los Angeles. It was originally ordered as a pilot for the CBS network's 1995-1996 television season, who rejected. It was then picked up by UPN, who aired it as a mid-season replacement. It went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run.",1996,"['drama', 'comedy', 'family']",5.8,3747.0,10.901,7.0,BrandyNorwood WilliamAllenYoung MarcusT.Paulk LamontBentley SharJackson RayJ,"moesha was an american sitcom series that aired on the upn network from january 23, 1996 to may 14, 2001. the series stars r&b singer brandy norwood as moesha mitchell, a high school student living with her family in the leimert park neighborhood of south central los angeles. it was originally ordered as a pilot for the cbs network's 1995-1996 television season, who rejected. it was then picked up by upn, who aired it as a mid-season replacement. it went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run. brandynorwood williamallenyoung marcust.paulk lamontbentley sharjackson rayj"
30,30,ts21684,Heartbreak High,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994,"['drama', 'romance', 'comedy']",7.8,3139.0,7.222,7.3,CallanMulvey PutuWinchester,the ins and outs of the classroom lives of a group of students who attend the fictional hartley high school in sydney. callanmulvey putuwinchester
31,31,ts22080,Oggy and the Cockroaches,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",1999,"['animation', 'comedy', 'family', 'action', 'european']",7.4,4281.0,40.189,7.5,GregEagles,"oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: joey, marky and dee dee. the cockroaches' slapstick mischief ranges from plundering oggy's refrigerator to hijacking the train he just boarded. in many situations oggy is also helped by jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. bob, a short-tempered bulldog, also appears in the show, and is oggy's neighbor. gregeagles"
32,32,ts28516,Okupas,"During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.",2000,"['drama', 'crime']",9.0,2399.0,8.565,8.8,RodrigodelaSerna DiegoAlonso ArielStaltari FrancoTirri DanteMastropierro AnaCelentano AugustoBrítez JorgeSesán,"during the year 2000, ricardo, pollo, walter and chiqui occupied a house in the buenos aires neighborhood of congreso. the four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization. rodrigodelaserna diegoalonso arielstaltari francotirri dantemastropierro anacelentano augustobrítez jorgesesán"
33,33,ts22039,H,"H is a French sitcom with seventy-one, 22-minute episodes. The series was created by Kader Aoun, Xavier Matthieu and Éric Judor, and produced by Phillippe Berthe, Édouard Molinaro, Jean-Luc Moreau and Charles Némès. It ran from 24 October 1998 to 20 April 2002 on Canal+. In Canada, it is shown weekly on TV5.

The title ""H"" comes from the three words that characterize the series: Humour, Histoire et Hôpital.",1998,['comedy'],7.4,1727.0,7.905,7.6,EricJudor RamzyBedia SophieMounicot JamelDebbouze CatherineBenguigui Jean-LucBideau,"h is a french sitcom with seventy-one, 22-minute episodes. the series was created by kader aoun, xavier matthieu and éric judor, and produced by phillippe berthe, édouard molinaro, jean-luc moreau and charles némès. it ran from 24 october 1998 to 20 april 2002 on canal+. in canada, it is shown weekly on tv5.

the title ""h"" comes from the three words that characterize the series: humour, histoire et hôpital. ericjudor ramzybedia sophiemounicot jameldebbouze catherinebenguigui jean-lucbideau"
34,34,ts224786,Escalona,"The improbable real life of Rafael Escalona, who had no music education and became Colombia's king of vallenato music, chronicling everyday life.",1991,['drama'],,,7.352,7.6,AlejandraBorrero JuanCarlosArango NellyMoreno CarlosVives FlorinaLemaitre RodrigoObregón,"the improbable real life of rafael escalona, who had no music education and became colombia's king of vallenato music, chronicling everyday life. alejandraborrero juancarlosarango nellymoreno carlosvives florinalemaitre rodrigoobregón"
35,35,ts4,Breaking Bad,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",2008,"['drama', 'crime', 'thriller']",9.5,1775990.0,353.848,8.79,BryanCranston AaronPaul AnnaGunn DeanNorris JonathanBanks BobOdenkirk BetsyBrandt RJMitte,"when walter white, a new mexico chemistry teacher, is diagnosed with stage iii cancer and given a prognosis of only two years left to live. he becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime. bryancranston aaronpaul annagunn deannorris jonathanbanks bobodenkirk betsybrandt rjmitte"
36,36,ts20371,Top Gear,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",2002,"['comedy', 'reality', 'european', 'music']",8.7,117240.0,45.549,7.4,ChrisHarris PaddyMcGuinness AndrewFlintoff,"this fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. the long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. the current hosts are paddy mcguinness, chris harris and andrew ""freddie"" flintoff. chrisharris paddymcguinness andrewflintoff"
37,37,ts9,The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,2010,"['action', 'drama', 'scifi', 'horror', 'thriller']",8.2,956604.0,597.277,8.1,NormanReedus MelissaMcBride LaurenCohan ChristianSerratos JoshMcDermitt SethGilliam RossMarquand KharyPayton CooperAndrews CallanMcAuliffe JeffreyDeanMorgan,sheriff's deputy rick grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. he sets out to find his family and encounters many other survivors along the way. normanreedus melissamcbride laurencohan christianserratos joshmcdermitt sethgilliam rossmarquand kharypayton cooperandrews callanmcauliffe jeffreydeanmorgan
38,38,ts21465,Supernatural,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",8.4,434081.0,388.093,8.278,AlexanderCalvert MishaCollins JaredPadalecki JensenAckles,"when they were boys, sam and dean winchester lost their mother to a mysterious and demonic supernatural force. subsequently, their father raised them to be soldiers. he taught them about the paranormal evil that lives in the dark corners and on the back roads of america ... and he taught them how to kill it. now, the winchester brothers crisscross the country in their '67 chevy impala, battling every kind of supernatural threat they encounter along the way.  alexandercalvert mishacollins jaredpadalecki jensenackles"
