,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
762,762,ts82160,Harvey Street Kids,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",2018,"['family', 'action', 'animation', 'comedy']",6.7,254.0,9.06,8.5,LaurenLapkus StephanieLemelin KellyMcCreary GreyDeLisle,"kids rule in a place called harvey street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like saturday. laurenlapkus stephanielemelin kellymccreary greydelisle"
763,763,ts83247,Stay Here,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,2018,"['reality', 'documentation']",7.4,1101.0,2.49,7.0,GenevieveGorder,designer genevieve gorder and real estate expert peter lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers. genevievegorder
764,764,ts86994,Serial Killer with Piers Morgan,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",2017,"['documentation', 'crime']",3.9,1404.0,0.884,2.8,PiersMorgan,"through intense prison interviews, piers morgan revisits the crimes of three convicted serial killers and learns more about their motives. piersmorgan"
765,765,ts80084,Dragon Pilot: Hisone and Masotan,"Straightforward and innocent Hisone Amakasu is a Self-Defense Force rookie stationed at the Air Self-Defense Force's Gifu Base. She was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the Air Self-Defense Force, hoping to maintain a certain distance from people. This decision led her to a fateful encounter which profoundly changed her life. It was the ""OTF"" dragon hidden in the base and it chose Hisone as his pilot. When it soared into the sky with Hisone, her fate as a dragon pilot was decided. It is said that dragons have a key to the future of the world...",2018,"['animation', 'scifi', 'drama', 'fantasy']",6.9,501.0,7.435,7.9,MisakiKuno TomoyoKurosawa MakiKawase SatomiArai KaoriNazuka RomiPark YukiKaji RieKugimiya MatsunojoKanda JunichiSuwabe JoujiNakata YukitoshiTokumoto YoshimitsuShimoyama RikoFukumoto,"straightforward and innocent hisone amakasu is a self-defense force rookie stationed at the air self-defense force's gifu base. she was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the air self-defense force, hoping to maintain a certain distance from people. this decision led her to a fateful encounter which profoundly changed her life. it was the ""otf"" dragon hidden in the base and it chose hisone as his pilot. when it soared into the sky with hisone, her fate as a dragon pilot was decided. it is said that dragons have a key to the future of the world... misakikuno tomoyokurosawa makikawase satomiarai kaorinazuka romipark yukikaji riekugimiya matsunojokanda junichisuwabe joujinakata yukitoshitokumoto yoshimitsushimoyama rikofukumoto"
766,766,ts76646,Blazing Transfer Students,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",2017,"['action', 'comedy']",6.9,121.0,1.481,8.0,AkitoKiriyama JuntaNakama TakeshiKaga UmikaKawashima DaikiShigeoka TomohiroKamiyama RyuseiFujii TakahiroHamada NozomuKotaki,"featuring the boys of johnny's west, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal. akitokiriyama juntanakama takeshikaga umikakawashima daikishigeoka tomohirokamiyama ryuseifujii takahirohamada nozomukotaki"
767,767,ts75138,Argon,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",2017,['drama'],7.3,266.0,4.679,7.3,KimJoo-hyuk ChunWoo-hee ParkWon-sang LeeSeung-joon ShinHyun-bin ParkHee-von LeeKyung-young,"in a world filled with provocative (and often misleading) news, a passionate team of investigative tv reporters strives to bring truths to light. kimjoo-hyuk chunwoo-hee parkwon-sang leeseung-joon shinhyun-bin parkhee-von leekyung-young"
768,768,ts80342,AMO,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",2018,"['crime', 'drama']",6.4,409.0,3.804,6.0,RheaJaiFernandez DerekRamsay VinceRillon AllenDizon FelixRoco,"despite the philippine government's crackdown on narcotics, high schooler joseph expands his drug running while his cop uncle profits from corruption. rheajaifernandez derekramsay vincerillon allendizon felixroco"
769,769,ts57291,Unrequited Love,"At a university football team reunion, former team manager Mitsuki Hiura confesses that she killed a person to quarterback Tetsuro Nishiwaki. She also reveals that as a result of a gender identity disorder, she is now living as a man. Tetsuro and his friends were puzzled by the events leading to her behaviour. They try to protect their old friend as they gradually discover the truth.",2017,['drama'],6.7,10.0,2.723,10.0,ZhuYanManZi ZhaoShunran ShenYu ChenMengqin ChenJiawen ZhangZhehao HeMeixuan YuanBaizihui HuangShichao ZhangYichi,"at a university football team reunion, former team manager mitsuki hiura confesses that she killed a person to quarterback tetsuro nishiwaki. she also reveals that as a result of a gender identity disorder, she is now living as a man. tetsuro and his friends were puzzled by the events leading to her behaviour. they try to protect their old friend as they gradually discover the truth. zhuyanmanzi zhaoshunran shenyu chenmengqin chenjiawen zhangzhehao hemeixuan yuanbaizihui huangshichao zhangyichi"
770,770,ts84985,Robozuna,A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,2018,['animation'],6.7,94.0,3.034,8.2,TaylorClarke-Hill MichaelObiora TomClarkeHill,a boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire. taylorclarke-hill michaelobiora tomclarkehill
771,771,ts80671,We Speak Dance,Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.,2018,['documentation'],7.4,148.0,0.992,8.3,VandanaHart,trained dancer vandana hart travels the world to learn traditional and urban dance styles from the local experts who know them best. vandanahart
772,772,ts83429,Take My Brother Away,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",2018,"['family', 'comedy', 'drama']",6.7,167.0,2.593,8.2,LuXiaoyu SunQian JosephZeng WangXudong LiYitong,"bickering siblings shi miao and shi fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision. luxiaoyu sunqian josephzeng wangxudong liyitong"
773,773,ts85953,Paprika,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,2018,"['family', 'animation']",7.9,27.0,0.733,5.0,KaycieChase GilbertLevy ClairePérot JérémyPrévost,stan and olivia - the amazingly different paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure. kayciechase gilbertlevy clairepérot jérémyprévost
774,774,ts84167,Age of Rebellion,"Campus bullying is a serious issue that every school try to root out. When the bullying manifests to outside of the school, who is responsible to stop it?",2018,"['crime', 'drama', 'romance']",8.6,49.0,3.151,6.0,PeterHo JeanineYang TammyChen LeeChien-Na JasonTsou ZhangTingHu,"campus bullying is a serious issue that every school try to root out. when the bullying manifests to outside of the school, who is responsible to stop it? peterho jeanineyang tammychen leechien-na jasontsou zhangtinghu"
775,775,ts86279,Nailed It! Holiday!,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad.",2018,['reality'],7.7,1098.0,3.101,8.0,NicoleByer JacquesTorres,"it's the ""nailed it!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad. nicolebyer jacquestorres"
776,776,ts77219,Part-Time Idol,"This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.",2017,"['drama', 'family', 'music', 'comedy']",6.7,108.0,3.867,8.4,KimMin-kyo LeeSoo-hyun Haha KimHee-jung HwangSeung-eon KwonHyun-bin KwonYoung-deuk,"this drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. years later he appears and starts to put together a co-ed idol group, which is when the story begins. kimmin-kyo leesoo-hyun haha kimhee-jung hwangseung-eon kwonhyun-bin kwonyoung-deuk"
777,777,ts103638,Standup and Away! with Brian Regan,Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,2018,['comedy'],5.7,400.0,1.208,7.7,BethTriffon BrianRegan,bryan regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series. bethtriffon brianregan
778,778,ts76159,Super Monsters,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,2017,"['animation', 'comedy', 'family', 'horror']",6.2,417.0,8.924,7.6,ErinMathews AlessandroJuliani VincentTong AndreaLibman BrittMcKillip,preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten. erinmathews alessandrojuliani vincenttong andrealibman brittmckillip
779,779,ts58480,Ari Shaffir: Double Negative,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",2017,['comedy'],,,1.739,6.2,AriShaffir,"wry yet thoughtful, comedian ari shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood. arishaffir"
780,780,ts79988,Lost Song,"Rin, an energetic girl who loves to eat, lives in a verdant frontier village.

Deep within the royal palace in the bustling capital city, the songstress Finis spends her days in solitude.

Both share a special power no other person has. A miraculous power that can heal wounds, create water and stir the wind -- the power of song.  Guided by destiny, the two young women each face an arduous journey with the power of song.

The shadow of war looms over the kingdom, tainting even the miraculous songs with the blood of innocents.

Loved ones meet their deaths as silent screams echo through a stone prison.  As two destinies intersect, will the final song be one of despair, hope or...?",2018,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance']",7.0,375.0,4.07,8.2,YukariTamura KonomiSuzuki MisakiKuno AsamiSeto TsuyoshiKoyama MitsuruOgata SeiichiroYamashita AiKayano AiKayano YuSerizawa ChiakiTakahashi,"rin, an energetic girl who loves to eat, lives in a verdant frontier village.

deep within the royal palace in the bustling capital city, the songstress finis spends her days in solitude.

both share a special power no other person has. a miraculous power that can heal wounds, create water and stir the wind -- the power of song.  guided by destiny, the two young women each face an arduous journey with the power of song.

the shadow of war looms over the kingdom, tainting even the miraculous songs with the blood of innocents.

loved ones meet their deaths as silent screams echo through a stone prison.  as two destinies intersect, will the final song be one of despair, hope or...? yukaritamura konomisuzuki misakikuno asamiseto tsuyoshikoyama mitsuruogata seiichiroyamashita aikayano aikayano yuserizawa chiakitakahashi"
781,781,ts86302,Check The Store Next Door,"When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees.",2018,"['comedy', 'drama']",7.7,138.0,2.671,6.2,Liant DoditMulyanto DionWiyoko AdiniaWirasti AsriWelas YusrilFahriza Awwe AdjisDoaibu ArafahRianti BudiDalton ErnestPrakasa AndiAwweWijaya ChewKin-Wah,"when a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees. liant doditmulyanto dionwiyoko adiniawirasti asriwelas yusrilfahriza awwe adjisdoaibu arafahrianti budidalton ernestprakasa andiawwewijaya chewkin-wah"
782,782,ts55576,Buddy Thunderstruck,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",2017,"['comedy', 'family', 'sport', 'animation', 'action']",7.7,495.0,3.267,8.4,BrianAtkinson TedRaimi HarryChaskin DebiDerryberry PhilipMauriceHayes LeighKelly JustinMichael NickShakoour J.D.Ryznar RyanWiesbrock,"follow the outrageous, high-octane adventures of buddy thunderstruck, a truck-racing dog who brings guts and good times to the town of greasepit. brianatkinson tedraimi harrychaskin debiderryberry philipmauricehayes leighkelly justinmichael nickshakoour j.d.ryznar ryanwiesbrock"
783,783,ts84330,Oh My Ghost,"Jiew is a modest girl who works at a restaurant washing dishes and is in love with Artit, the chef. She huddles in a cramped little room, doesn't sleep at night, and is always late for work. But she has a big secret: she sees ghosts. And Khaopun, a virgin ghost who doesn't understand why her soul can't go to heaven, doesn't leave Jiew alone. Khaopun is sure that only losing her virginity will help her to ascend to heaven, and therefore she uses Jiew's body to seduce Artit and achieve what she wants.",2018,['drama'],,,2.139,8.2,ArakAmornsupasiri KeeratiMahapreukpong NatSakdatorn WongchayapornWaratthaya WiwitBawornkeeratikajorn TopDaraneenutePasutanavin NuengthidaSophon,"jiew is a modest girl who works at a restaurant washing dishes and is in love with artit, the chef. she huddles in a cramped little room, doesn't sleep at night, and is always late for work. but she has a big secret: she sees ghosts. and khaopun, a virgin ghost who doesn't understand why her soul can't go to heaven, doesn't leave jiew alone. khaopun is sure that only losing her virginity will help her to ascend to heaven, and therefore she uses jiew's body to seduce artit and achieve what she wants. arakamornsupasiri keeratimahapreukpong natsakdatorn wongchayapornwaratthaya wiwitbawornkeeratikajorn topdaraneenutepasutanavin nuengthidasophon"
784,784,ts77011,The Many Faces of Ito,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,2017,"['drama', 'thriller', 'romance', 'comedy']",6.7,248.0,4.347,7.5,FuminoKimura NozomiSasaki MiraiShida ElaizaIkeda Kaho KeiTanaka YukiYamada TomoyaNakamura,a jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice. fuminokimura nozomisasaki miraishida elaizaikeda kaho keitanaka yukiyamada tomoyanakamura
785,785,ts56251,ID-0,"I-Machines are the general term for robots that operate in extreme environments. While Alliance Academy student Maya Mikuri is in the middle of operating an I-Machine, she gets involved in an incident with pirates, and ends up serving as a crew member on an excavation company's spaceship.",2017,"['scifi', 'drama', 'animation', 'action']",6.1,324.0,3.167,6.3,KayamaKoya KimotoHoshiko OzawaAki ReinaUeda SayakaOhara JunkoMinagawa MinamiTsuda KazuyukiOkitsu MasayaMatsukaze,"i-machines are the general term for robots that operate in extreme environments. while alliance academy student maya mikuri is in the middle of operating an i-machine, she gets involved in an incident with pirates, and ends up serving as a crew member on an excavation company's spaceship. kayamakoya kimotohoshiko ozawaaki reinaueda sayakaohara junkominagawa minamitsuda kazuyukiokitsu masayamatsukaze"
786,786,ts81485,Ponysitters Club,A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,2018,['family'],5.6,117.0,1.96,8.5,KhiylaAynne CailanLainePunnewaert ZyonAllen MadelineLeon MorganNeundorf DianaChrisman MayaFranzoi,a young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch. khiylaaynne cailanlainepunnewaert zyonallen madelineleon morganneundorf dianachrisman mayafranzoi
787,787,ts80692,REA(L)OVE,"A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",2018,['reality'],6.5,220.0,1.091,6.2,MariYaguchi AtsushiTamura,"a group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. hosted by reformed playboy atsushi tamura. mariyaguchi atsushitamura"
788,788,ts85660,The Sound of Your Heart: Reboot,"Based on the longest-running web-based comic series ""Ma Eum Ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family.",2018,['comedy'],5.9,136.0,3.961,6.4,ShimHye-jin KwonYu-ri TaeHang-ho SungHoon JuJin-mo BaeYoon-kyung,"based on the longest-running web-based comic series ""ma eum ui sori"" in korea, ""sound of your heart"" is a story about cho seok, an aspiring comic writer, and his strange family. shimhye-jin kwonyu-ri taehang-ho sunghoon jujin-mo baeyoon-kyung"
789,789,ts82705,Cupcake & Dino - General Services,An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.,2018,"['animation', 'comedy', 'action', 'family']",7.5,694.0,4.925,8.8,JustinCollette JulieSype MarkForward JorisJarsky JulieLemieux KaylaLorette MarkLittle KyleDooley,an enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city. justincollette juliesype markforward jorisjarsky julielemieux kaylalorette marklittle kyledooley
790,790,ts84200,Best.Worst.Weekend.Ever.,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",2018,"['comedy', 'family']",6.3,301.0,3.665,8.0,SamAsheArnold ColeSand BriannaReed TiffanyEspensen EddieLeavy,"teenage friends plan an epic trip to comic-con to meet their idol, only to get caught in one hilariously awkward predicament after another. samashearnold colesand briannareed tiffanyespensen eddieleavy"
791,791,ts85618,Prince of Peoria,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,2018,"['comedy', 'family']",5.7,481.0,9.166,7.0,GavinLewis TheodoreBarnes CynthiaKayeMcWilliams,a prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son. gavinlewis theodorebarnes cynthiakayemcwilliams
792,792,ts84179,Made in Mexico,"These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",2018,['reality'],3.9,759.0,3.541,7.5,ShanikAspe RobyCheca ColumbaDiaz CarlosGironLongoria HannaJaff KitziaMitre ChantalTrujillo LizWoodburn PepeDíaz,"these mexico city socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles. shanikaspe robycheca columbadiaz carlosgironlongoria hannajaff kitziamitre chantaltrujillo lizwoodburn pepedíaz"
793,793,ts85515,Bangkok Love Stories 2: Innocence,An eclectic group of men and women looking for romantic adventures in the dazzling Silom district of Bangkok. Age or profession are not a problem.,2018,"['drama', 'romance']",6.6,202.0,3.473,8.2,NicoleTheriault TenTosatidDarnkhuntod MaxNattapolDiloknawarit,an eclectic group of men and women looking for romantic adventures in the dazzling silom district of bangkok. age or profession are not a problem. nicoletheriault tentosatiddarnkhuntod maxnattapoldiloknawarit
794,794,ts82500,Treehouse Detectives,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",2018,['animation'],7.6,92.0,1.382,8.5,PhileceSampler,"when their animal friends need help, brother-and-sister team toby and teri use the clues and follow the facts to solve mysteries in their own backyard. philecesampler"
795,795,ts83820,The Judgement,"After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.",2018,"['drama', 'crime']",7.1,97.0,1.429,7.7,MondTanutchaiWijitvongtong,"after a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture. mondtanutchaiwijitvongtong"
796,796,ts84372,YG Future Strategy Office,"Kpop star Seungri, BIGBANG youngest member, tries to lead a team of blumbing staff at YG's Future Strategy Office in this mockumentary sitcom.",2018,['comedy'],6.7,209.0,2.519,7.1,Seungri LeeJai-jin YooByung-jae SonSe-bin Jinu ParkChung-hwan BaekYoung-kwang ChoiShin-deok KimGa-eun,"kpop star seungri, bigbang youngest member, tries to lead a team of blumbing staff at yg's future strategy office in this mockumentary sitcom. seungri leejai-jin yoobyung-jae sonse-bin jinu parkchung-hwan baekyoung-kwang choishin-deok kimga-eun"
797,797,ts84341,What She Put on the Table,"Based on the life of TV chef Fu Pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s Taiwan.",2017,['drama'],7.3,30.0,2.319,1.0,SunKe-Fang AmberAn ChrisLee,"based on the life of tv chef fu pei-mei, this drama follows two women -- one rich, the other poor -- who fortuitously cross paths in 1950s taiwan. sunke-fang amberan chrislee"
798,798,ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,2018,"['comedy', 'drama']",6.5,824.0,5.086,7.8,JesúsZavala MauroMauad IanisGuerrero RaúlBriones AldoEscalante MarkínLópez RenatoGutz MemoDorantes MarthaClaudiaMoreno PaolaMoreno,chava iglesias's doting personal assistant hugo sánchez is tasked with leading club de cuervos to victory in nicaragua -- if only his mom will let him. jesúszavala mauromauad ianisguerrero raúlbriones aldoescalante markínlópez renatogutz memodorantes marthaclaudiamoreno paolamoreno
799,799,ts81632,A House of Blocks,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",2017,"['drama', 'horror']",2.3,137.0,1.772,8.3,PhoebeLin FigaroTseng WinnieShih-YingChang BaiRun-yin LuHsueh-Feng RicieFun EliShih,"yijuan and her mentally ill sister kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost. phoebelin figarotseng winnieshih-yingchang bairun-yin luhsueh-feng riciefun elishih"
800,800,ts83025,Baby Ballroom,"Documentary series going behind the scenes at the Zig Zag Dance Factory in Wolverhampton, England run by coaches Warren Bullock and Jane Bullock.",2017,['documentation'],7.7,206.0,1.28,8.0,WarrenBullock JaneBullock,"documentary series going behind the scenes at the zig zag dance factory in wolverhampton, england run by coaches warren bullock and jane bullock. warrenbullock janebullock"
801,801,ts87591,Justice: Qalb Al Adala,"The show follows an ambitious young Arab female lawyer who got her law degree in the US and instead of joining her father's law firm back at home (UAE) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process.",2017,"['drama', 'crime']",5.4,160.0,0.6,7.2,MansoorAlfeeli FatimaAlTaei KhalifaAlbhri AbdullahAlmaqbali NevenMadi,"the show follows an ambitious young arab female lawyer who got her law degree in the us and instead of joining her father's law firm back at home (uae) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process. mansooralfeeli fatimaaltaei khalifaalbhri abdullahalmaqbali nevenmadi"
802,802,ts58061,Memories of Love,"A young couple finds their love rekindled after being separated for ten years. Lu Fei, a seemingly perfect Prince Charming unexpectedly encounters the stubborn and rebellious young lady Xin Chen. Despite their clashing personalities, they find themselves drawn to one another and eventually fall in love. However, they later separate, and it is not until ten years later, when Lu Fei lets go of his newly burgeoning company overseas and returns to search for Xin Chen, that they rediscover the meaning of their love.",2018,"['drama', 'romance']",5.7,17.0,5.027,2.7,WallaceChung MaggieJiang AaronYan ChristopherLeeMing-Shun ChristinaMok LiSheng,"a young couple finds their love rekindled after being separated for ten years. lu fei, a seemingly perfect prince charming unexpectedly encounters the stubborn and rebellious young lady xin chen. despite their clashing personalities, they find themselves drawn to one another and eventually fall in love. however, they later separate, and it is not until ten years later, when lu fei lets go of his newly burgeoning company overseas and returns to search for xin chen, that they rediscover the meaning of their love. wallacechung maggiejiang aaronyan christopherleeming-shun christinamok lisheng"
803,803,ts82887,The Could've-Gone-All-the-Way Committee,People bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not.,2018,"['comedy', 'drama']",6.8,104.0,1.875,6.5,JiroSato MaiShiraishi TakayukiYamada,people bring their stories of missed lust connections to an objective panel of experts who then judge whether they could have gone all the way or not. jirosato maishiraishi takayukiyamada
804,804,ts86360,Pretty Man,"It tells the love story of Lu Jin Nian and Qiao An Hao spanning 13 years. They first got to know each other in school, but later parted ways again due to some misunderstandings. Now, Jin Nian is the unapproachable king of the entertainment business while An Hao is a rookie in the same business. Fate lets Jin Nian and An Hao meet again and An Hao ends up becoming his fake wife.",2018,['family'],,,3.328,8.5,DylanXiong LaiYuMeng JerryYu,"it tells the love story of lu jin nian and qiao an hao spanning 13 years. they first got to know each other in school, but later parted ways again due to some misunderstandings. now, jin nian is the unapproachable king of the entertainment business while an hao is a rookie in the same business. fate lets jin nian and an hao meet again and an hao ends up becoming his fake wife. dylanxiong laiyumeng jerryyu"
805,805,ts55735,The Perfect Match,"What do netizens know? Ting En (Chris Wu) is a celebrated chef whose fine-dining restaurant is a destination for food lovers from all over the world. When Ting En stumbles upon comments on the Internet from people who can’t afford to eat at his high-priced restaurant, they blow his mind. Netizens claim that the culinary creations made by Fen Qing (Ivy Shao) at the night market are just as satisfying as Ting En’s Michelin-worthy food. Determined to debunk such preposterous claims, Ting En goes to the night market to find Fen Qing and show her what true culinary talent really is. Whose cuisine will reign supreme? “The Perfect Match” is a 2017 Taiwanese drama series.",2017,"['drama', 'comedy']",,,2.723,7.4,IvyShao WuKang-ren SuanWang LawrenceLiu NylonChen XingLi HuPeiLian KikiLin SuanChen WellZhung Wei-TengKao BenWu StanleyMei Li-ChinHsieh RichardRim ShenHai-Rong RyanHsu,"what do netizens know? ting en (chris wu) is a celebrated chef whose fine-dining restaurant is a destination for food lovers from all over the world. when ting en stumbles upon comments on the internet from people who can’t afford to eat at his high-priced restaurant, they blow his mind. netizens claim that the culinary creations made by fen qing (ivy shao) at the night market are just as satisfying as ting en’s michelin-worthy food. determined to debunk such preposterous claims, ting en goes to the night market to find fen qing and show her what true culinary talent really is. whose cuisine will reign supreme? “the perfect match” is a 2017 taiwanese drama series. ivyshao wukang-ren suanwang lawrenceliu nylonchen xingli hupeilian kikilin suanchen wellzhung wei-tengkao benwu stanleymei li-chinhsieh richardrim shenhai-rong ryanhsu"
806,806,ts80859,Here to Heart,She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?,2018,"['drama', 'romance']",7.5,225.0,3.082,8.2,ZhangHan JanineChang JingChao ZhangJiani ZhouQiqi LiangDawei JiXiaobing,she has more than work on her mind. wen nuan decides to quit her high-paying job in england to work as an executive assistant to the founder of a high-tech company in china. zhan nan xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. it turns out that wen nuan and nan xian were in a relationship in the past. can wen nuan make herself indispensable to nan xian in both his work and his life? zhanghan janinechang jingchao zhangjiani zhouqiqi liangdawei jixiaobing
807,807,ts54112,Life Plan A and B,"Ru Wei and You Yan have a simple relationship. But in every simple relationship, there are many difficulties. They are not rich, but they try very hard to enjoy life. They are very serious about their relationship and try their best to achieve something in life - hoping one day they can become who they want to become. One day, Ru Wei has a 'lucky chance' in life. Her company wants to send her to Shanghai, with a promotion and higher pay. These two who are deeply in love cannot bear to have a long-distance relationship. With all the uncertainties in their future, can they still stand by each other?",2017,['drama'],7.8,116.0,1.332,7.0,RainieYang KennyYen JohnnyLu ChangFu-Chien DianeLin HsiehYingShiuan RicieFun AndyWu,"ru wei and you yan have a simple relationship. but in every simple relationship, there are many difficulties. they are not rich, but they try very hard to enjoy life. they are very serious about their relationship and try their best to achieve something in life - hoping one day they can become who they want to become. one day, ru wei has a 'lucky chance' in life. her company wants to send her to shanghai, with a promotion and higher pay. these two who are deeply in love cannot bear to have a long-distance relationship. with all the uncertainties in their future, can they still stand by each other? rainieyang kennyyen johnnylu changfu-chien dianelin hsiehyingshiuan riciefun andywu"
808,808,ts97584,Highland: Thailand's Marijuana Awakening,"Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",2017,['documentation'],6.2,24.0,0.663,8.0,SebastianPerry,"thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens. sebastianperry"
809,809,ts76645,The Umbrella Academy,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",2019,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",8.0,230211.0,388.952,8.7,TomHopper EmmyRaver-Lampman RobertSheehan DavidCastañeda ElliotPage AidanGallagher JustinH.Min RituArya ColmFeore GénesisRodríguez,"a family of former child heroes, now grown apart, must reunite to continue to protect the world. tomhopper emmyraver-lampman robertsheehan davidcastañeda elliotpage aidangallagher justinh.min rituarya colmfeore génesisrodríguez"
810,810,ts216746,The Secret of Skinwalker Ranch,"A team of experts and scientists undertakes exhaustive research at Skinwalker Ranch, an infamous location for paranormal activity and UFO sightings.",2020,"['horror', 'reality', 'thriller', 'documentation']",6.0,2625.0,30.911,8.5,TravisTaylor BrandonFugal Bryant“Dragon”Arnold TomWinterton ErikBard,"a team of experts and scientists undertakes exhaustive research at skinwalker ranch, an infamous location for paranormal activity and ufo sightings. travistaylor brandonfugal bryant“dragon”arnold tomwinterton erikbard"
